,Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS
1,Jose Abreu,32,0,MLB-AL,Chicago,135,583,539,68,153,32,0,28,103,28,3,125,9,0,7,20,2,2,0.284,0.326,0.499,0.825
2,Ronald Acuna Jr.,21,0,MLB-NL,Atlanta,137,633,556,109,158,19,1,36,92,64,3,160,9,0,1,7,33,7,0.284,0.36700000000000005,0.516,0.883
3,Willy Adames,23,0,MLB-AL,Tampa Bay,129,505,460,58,115,20,1,17,42,39,1,137,3,3,0,8,4,2,0.25,0.313,0.409,0.721
4,Austin Adams,28,68,MLB-AL,Seattle,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
5,Matt Adams,30,1,MLB-NL,Washington,101,303,281,41,66,14,0,20,56,19,1,101,2,0,1,6,0,0,0.235,0.287,0.498,0.785
6,Jim Adduci,34,92,MLB-NL,Chicago,2,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0
7,Ehire Adrianza,29,1,MLB-AL,Minnesota,78,219,187,33,52,7,3,4,19,20,1,34,6,1,3,2,0,2,0.278,0.361,0.41200000000000003,0.773
8,Dario Agrazal,24,2,MLB-NL,Pittsburgh,9,17,15,0,0,0,0,0,2,0,0,7,0,1,1,0,0,0,0.0,0.0,0.0,0.0
9,Jesus Aguilar,29,2,"MLB-NL,MLB-AL","Milwaukee,Tampa Bay",117,339,290,37,69,12,0,10,43,39,0,73,2,0,5,11,0,0,0.23800000000000002,0.327,0.38299999999999995,0.71
10,Nick Ahmed,29,0,MLB-NL,Arizona,135,533,473,71,125,30,4,17,75,46,1,96,2,1,11,12,7,0,0.264,0.325,0.452,0.778
11,Hanser Alberto,26,0,MLB-AL,Baltimore,117,452,431,51,139,20,2,10,46,13,1,40,3,2,3,8,4,3,0.32299999999999995,0.344,0.44799999999999995,0.792
12,Ozzie Albies,22,0,MLB-NL,Atlanta,137,602,549,85,158,37,7,19,71,48,5,98,3,0,2,2,13,3,0.28800000000000003,0.34700000000000003,0.485,0.8320000000000001
13,Sandy Alcantara,23,4,MLB-NL,Miami,25,47,43,2,5,1,0,0,4,1,0,31,1,2,0,0,0,0,0.11599999999999999,0.156,0.14,0.295
14,Jorge Alfaro,26,1,MLB-NL,Miami,106,384,362,36,97,11,1,14,44,13,0,135,7,0,2,9,3,3,0.268,0.305,0.42,0.725
15,Anthony Alford,24,152,MLB-AL,Toronto,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
16,Kolby Allard,21,23,MLB-AL,Texas,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
17,Austin Allen,25,0,MLB-NL,San Diego,26,57,51,4,12,4,0,0,3,6,3,14,0,0,0,1,0,0,0.235,0.316,0.314,0.63
18,Cody Allen,30,141,MLB-AL,Los Angeles,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
19,Greg Allen,26,0,MLB-AL,Cleveland,67,207,185,26,43,8,3,4,25,8,0,42,9,4,1,3,5,1,0.23199999999999998,0.29600000000000004,0.373,0.669
20,Logan Allen,22,47,MLB-NL,San Diego,3,5,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.25,0.4,0.25,0.65
21,Abraham Almonte,30,0,MLB-NL,Arizona,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
22,Yency Almonte,25,3,MLB-NL,Colorado,3,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0
23,Albert Almora,25,0,MLB-NL,Chicago,115,345,323,39,78,11,1,12,32,14,2,58,1,5,2,7,2,1,0.24100000000000002,0.27399999999999997,0.39299999999999996,0.667
24,Pete Alonso,24,0,MLB-NL,New York,135,579,494,82,131,27,2,43,102,63,4,145,19,0,3,11,1,0,0.265,0.368,0.589,0.9570000000000001
25,Yonder Alonso,32,1,"MLB-NL,MLB-AL","Colorado,Chicago",102,317,276,33,54,10,0,10,36,37,2,67,2,0,2,12,0,1,0.196,0.293,0.341,0.634
27,Aaron Altherr,28,9,MLB-NL,"Philadelphia,New York,San Francisco",49,66,61,8,5,2,0,1,3,3,0,25,1,0,1,1,0,0,0.08199999999999999,0.136,0.16399999999999998,0.3
28,Jose Altuve,29,0,MLB-AL,Houston,102,457,414,77,125,23,2,25,61,36,0,69,3,1,3,17,5,3,0.302,0.36,0.5479999999999999,0.9079999999999999
29,Yordan Alvarez,22,0,MLB-AL,Houston,65,279,236,45,75,19,0,21,62,40,4,69,1,0,2,7,0,0,0.318,0.41600000000000004,0.665,1.081
30,Adbert Alzolay,24,62,MLB-NL,Chicago,3,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0
31,Brett Anderson,31,19,MLB-AL,Oakland,3,8,8,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0.5,0.5,0.5,1.0
32,Brian Anderson,26,9,MLB-NL,Miami,126,520,459,57,120,33,1,20,66,44,1,114,14,0,3,15,5,1,0.261,0.342,0.46799999999999997,0.8109999999999999
33,Chase Anderson,31,2,MLB-NL,Milwaukee,22,37,33,0,1,0,0,0,1,2,0,21,0,2,0,0,0,0,0.03,0.086,0.03,0.11599999999999999
34,Drew Anderson,25,131,MLB-NL,Philadelphia,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
35,Shaun Anderson,24,6,MLB-NL,San Francisco,15,28,25,0,2,1,0,0,0,0,0,19,1,2,0,0,0,0,0.08,0.115,0.12,0.235
36,Tanner Anderson,26,68,MLB-AL,Oakland,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
37,Tim Anderson,26,0,MLB-AL,Chicago,101,417,402,60,132,26,0,14,47,11,0,88,3,0,1,9,16,4,0.32799999999999996,0.35,0.498,0.848
38,Tyler Anderson,29,121,MLB-NL,Colorado,5,8,7,1,1,0,0,0,0,0,0,4,0,1,0,1,0,0,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003
39,Matt Andriese,29,15,MLB-NL,Arizona,5,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0
40,Elvis Andrus,30,0,MLB-AL,Texas,124,546,506,68,139,26,4,10,61,28,0,78,4,0,8,12,27,4,0.275,0.313,0.401,0.7140000000000001
41,Miguel Andujar,24,112,MLB-AL,New York,12,49,47,1,6,0,0,0,1,1,0,11,0,0,1,4,0,0,0.128,0.14300000000000002,0.128,0.271
42,Aristides Aquino,25,0,MLB-NL,Cincinnati,31,120,108,22,33,4,0,14,33,10,2,28,2,0,0,4,2,0,0.306,0.375,0.731,1.1059999999999999
43,Chris Archer,30,23,MLB-NL,Pittsburgh,21,41,35,1,4,0,0,0,2,3,0,19,0,3,0,0,0,0,0.114,0.184,0.114,0.298
44,Orlando Arcia,24,0,MLB-NL,Milwaukee,129,470,423,47,94,12,1,14,49,41,5,92,0,1,5,15,8,2,0.222,0.28800000000000003,0.355,0.642
45,Nolan Arenado,28,0,MLB-NL,Colorado,135,575,515,91,160,27,2,35,105,48,9,78,4,0,8,13,2,2,0.311,0.369,0.575,0.943
46,Randy Arozarena,24,16,MLB-NL,St. Louis,3,8,8,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0.25,0.25,0.25,0.5
47,Luis Arraez,22,0,MLB-AL,Minnesota,69,268,237,43,79,12,1,3,22,27,1,22,1,0,3,2,2,0,0.33299999999999996,0.39899999999999997,0.43,0.83
48,Jake Arrieta,33,21,MLB-NL,Philadelphia,23,50,45,2,7,1,0,0,4,1,0,19,0,4,0,1,0,0,0.156,0.174,0.17800000000000002,0.35200000000000004
49,Christian Arroyo,24,81,MLB-AL,Tampa Bay,16,57,50,8,11,2,0,2,7,5,0,18,1,1,0,0,0,0,0.22,0.304,0.38,0.684
50,Humberto Arteaga,25,2,MLB-AL,Kansas City,34,116,106,10,20,3,0,0,4,6,0,22,2,2,0,1,1,1,0.18899999999999997,0.24600000000000002,0.217,0.46299999999999997
51,Willians Astudillo,27,0,MLB-AL,Minnesota,40,146,135,20,36,7,0,3,14,2,0,5,5,0,4,6,0,0,0.267,0.295,0.385,0.68
53,Tyler Austin,27,0,"MLB-NL,MLB-AL","San Francisco,Minnesota,Milwaukee",73,153,134,26,25,3,1,8,20,19,0,60,0,0,0,1,1,0,0.187,0.28800000000000003,0.40299999999999997,0.691
54,Abiatal Avelino,24,6,MLB-NL,San Francisco,4,8,7,0,2,0,0,0,1,1,0,3,0,0,0,0,0,0,0.28600000000000003,0.375,0.28600000000000003,0.6609999999999999
55,Alex Avila,32,0,MLB-NL,Arizona,49,163,133,18,27,5,0,9,22,29,6,51,1,0,0,8,1,0,0.203,0.35,0.444,0.7929999999999999
56,Pedro Avila,22,143,MLB-NL,San Diego,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0
57,Harrison Bader,25,0,MLB-NL,St. Louis,103,308,260,42,56,12,3,7,28,38,4,80,8,1,1,2,7,3,0.215,0.332,0.365,0.698
58,Javier Baez,26,0,MLB-NL,Chicago,133,560,530,88,149,38,4,29,85,28,3,155,0,0,2,16,11,6,0.281,0.316,0.532,0.848
59,Homer Bailey,33,18,MLB-AL,"Kansas City,Oakland",3,5,5,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0.4,0.4,0.4,0.8
60,Austin Barnes,29,7,MLB-NL,Los Angeles,71,236,207,27,41,11,1,5,23,22,3,54,5,0,2,8,3,0,0.198,0.28800000000000003,0.33299999999999996,0.621
61,Matt Barnes,29,147,MLB-AL,Boston,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
62,Tucker Barnhart,28,0,MLB-NL,Cincinnati,92,299,258,28,60,12,0,9,36,37,7,71,2,1,1,3,1,0,0.233,0.332,0.384,0.716
63,Franklin Barreto,23,31,MLB-AL,Oakland,17,48,47,6,5,1,0,2,4,1,0,18,0,0,0,0,1,0,0.106,0.125,0.255,0.38
64,Jaime Barria,22,39,MLB-AL,Los Angeles,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
65,Chris Bassitt,30,27,MLB-AL,Oakland,3,5,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0.0,0.0,0.0
66,Trevor Bauer,28,1,"MLB-NL,MLB-AL","Cincinnati,Cleveland",8,15,14,0,2,0,0,0,0,0,0,9,0,1,0,0,0,0,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003
67,Jake Bauers,23,0,MLB-AL,Cleveland,102,387,346,42,81,16,1,11,41,35,0,103,3,0,3,3,2,3,0.23399999999999999,0.307,0.382,0.6890000000000001
68,Matt Beaty,26,0,MLB-NL,Los Angeles,77,216,201,32,58,17,1,7,39,15,2,26,0,0,0,5,3,0,0.289,0.33799999999999997,0.488,0.826
69,Gordon Beckham,32,1,MLB-AL,Detroit,74,226,209,25,46,13,2,5,14,13,0,65,4,0,0,6,2,0,0.22,0.27899999999999997,0.373,0.652
70,Tim Beckham,29,28,MLB-AL,Seattle,88,328,304,39,72,21,1,15,47,21,0,102,3,0,0,7,1,1,0.237,0.293,0.461,0.753
71,Tyler Beede,26,6,MLB-NL,San Francisco,20,35,30,2,4,0,0,0,1,3,0,19,0,2,0,0,0,0,0.133,0.212,0.133,0.345
72,Jalen Beeks,25,18,MLB-AL,Tampa Bay,2,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0
73,Josh Bell,26,0,MLB-NL,Pittsburgh,133,574,496,91,139,37,3,35,110,67,10,112,4,0,7,10,0,1,0.28,0.366,0.579,0.9440000000000001
74,Cody Bellinger,23,0,MLB-NL,Los Angeles,134,571,482,105,149,30,3,43,102,82,17,94,3,0,4,6,11,5,0.309,0.41,0.6509999999999999,1.061
75,Brandon Belt,31,0,MLB-NL,San Francisco,131,527,446,69,104,23,2,16,54,74,2,106,3,0,4,5,4,1,0.233,0.34299999999999997,0.401,0.745
76,Anthony Bemboom,29,9,MLB-AL,"Los Angeles,Tampa Bay",13,27,27,1,5,1,0,1,4,0,0,11,0,0,0,0,0,0,0.185,0.185,0.33299999999999996,0.519
77,Andrew Benintendi,24,0,MLB-AL,Boston,118,545,480,63,135,38,5,12,65,52,1,128,6,3,4,4,9,2,0.281,0.35600000000000004,0.456,0.812
79,Jose Berrios,25,32,MLB-AL,Minnesota,2,5,4,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0.0,0.2,0.0,0.2
80,Jon Berti,29,1,MLB-NL,Miami,51,192,169,36,45,9,1,6,17,16,0,46,6,0,1,2,8,1,0.266,0.349,0.43799999999999994,0.787
81,Chad Bettis,30,33,MLB-NL,Colorado,9,10,5,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0.0,0.28600000000000003,0.0,0.28600000000000003
82,Mookie Betts,26,0,MLB-AL,Boston,135,639,537,123,154,39,5,23,70,90,6,96,3,0,9,11,14,1,0.287,0.387,0.507,0.893
83,Bo Bichette,21,0,MLB-AL,Toronto,31,144,137,22,45,15,0,8,14,7,0,37,0,0,0,1,3,2,0.32799999999999996,0.361,0.613,0.9740000000000001
84,Shane Bieber,24,12,MLB-AL,Cleveland,2,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0
85,Cavan Biggio,24,0,MLB-AL,Toronto,79,334,276,47,59,12,0,12,35,56,0,95,0,0,1,0,9,0,0.214,0.345,0.38799999999999996,0.733
86,Greg Bird,26,141,MLB-AL,New York,10,41,35,6,6,0,0,1,1,6,0,16,0,0,0,1,0,0,0.171,0.293,0.257,0.55
87,Braden Bishop,25,0,MLB-AL,Seattle,11,29,28,1,2,0,0,0,3,1,0,10,0,0,0,0,0,0,0.071,0.10300000000000001,0.071,0.175
88,Ty Blach,28,124,MLB-NL,San Francisco,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
89,Charlie Blackmon,32,0,MLB-NL,Colorado,118,541,502,98,159,37,7,27,74,31,1,93,6,0,2,7,2,4,0.317,0.36200000000000004,0.58,0.9420000000000001
90,Alex Blandino,26,0,MLB-NL,Cincinnati,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
91,Xander Bogaerts,26,0,MLB-AL,Boston,132,598,526,102,164,48,0,31,103,67,2,107,1,0,4,9,4,1,0.312,0.38799999999999996,0.58,0.968
92,Skye Bolt,25,98,MLB-AL,Oakland,4,8,7,1,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0.14300000000000002,0.25,0.28600000000000003,0.536
93,Jorge Bonifacio,26,74,MLB-AL,Kansas City,5,21,20,3,7,3,0,0,3,1,0,7,0,0,0,0,0,0,0.35,0.381,0.5,0.8809999999999999
94,David Bote,26,2,MLB-NL,Chicago,108,315,271,40,71,17,0,10,40,37,3,81,5,0,2,7,4,0,0.262,0.359,0.435,0.794
95,Justin Bour,31,0,MLB-AL,Los Angeles,46,161,143,18,26,5,0,8,26,16,0,47,1,0,1,7,0,0,0.182,0.267,0.385,0.652
96,Peter Bourjos,32,120,MLB-AL,Los Angeles,26,46,44,4,4,1,0,0,2,1,0,15,0,0,1,1,2,0,0.091,0.109,0.114,0.222
97,Matt Bowman,28,16,MLB-NL,Cincinnati,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
98,Matthew Boyd,28,91,MLB-AL,Detroit,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1.0
99,Brad Brach,33,39,MLB-NL,Chicago,5,5,4,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0.25,0.25,0.25,0.5
100,Archie Bradley,26,93,MLB-NL,Arizona,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
101,Bobby Bradley,23,48,MLB-AL,Cleveland,15,49,45,4,8,5,0,1,4,4,0,20,0,0,0,2,0,0,0.17800000000000002,0.245,0.35600000000000004,0.6
102,Jackie Bradley Jr.,29,0,MLB-AL,Boston,123,477,413,56,91,21,3,17,51,48,3,124,11,3,2,5,7,3,0.22,0.316,0.409,0.726
103,Michael Brantley,32,0,MLB-AL,Houston,128,555,501,82,165,39,2,19,80,45,3,57,6,0,3,16,3,1,0.32899999999999996,0.389,0.529,0.9179999999999999
105,Rob Brantly,29,51,MLB-NL,Philadelphia,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
106,Steven Brault,27,0,MLB-NL,Pittsburgh,24,40,33,7,10,1,0,1,2,1,0,7,0,6,0,1,0,0,0.303,0.324,0.424,0.748
107,Ryan Braun,35,1,MLB-NL,Milwaukee,124,440,400,57,115,26,2,18,57,28,1,90,6,0,2,13,10,1,0.28800000000000003,0.342,0.498,0.8390000000000001
108,John Brebbia,29,95,MLB-NL,St. Louis,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0
109,Alex Bregman,25,0,MLB-AL,Houston,132,589,476,105,138,31,2,32,94,98,1,74,7,0,8,7,4,1,0.29,0.413,0.565,0.978
110,Jeff Brigham,27,63,MLB-NL,Miami,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
111,Lewis Brinson,25,0,MLB-NL,Miami,54,184,170,11,31,9,1,0,10,7,0,56,4,2,1,6,1,1,0.182,0.231,0.247,0.478
112,Socrates Brito,26,116,MLB-AL,Toronto,17,43,39,5,3,0,1,0,2,4,0,17,0,0,0,2,0,0,0.077,0.163,0.128,0.29100000000000004
113,Aaron Brooks,29,5,MLB-AL,Baltimore,2,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0
114,Mike Brosseau,25,7,MLB-AL,Tampa Bay,42,132,124,16,35,7,0,6,16,5,0,33,2,1,0,3,1,0,0.282,0.321,0.484,0.804
115,Seth Brown,26,0,MLB-AL,Oakland,7,27,26,6,11,3,0,0,7,0,0,5,1,0,0,1,0,0,0.423,0.444,0.5379999999999999,0.983
116,Keon Broxton,29,1,"MLB-AL,MLB-NL","Baltimore,Seattle,New York",92,224,201,23,34,4,0,6,16,19,0,101,1,1,2,5,10,6,0.16899999999999998,0.242,0.27899999999999997,0.521
117,Jay Bruce,32,0,"MLB-NL,MLB-AL","Philadelphia,Seattle",82,308,285,41,65,17,0,24,57,19,0,74,1,0,3,3,1,0,0.228,0.276,0.54,0.816
118,Kris Bryant,27,0,MLB-NL,Chicago,130,564,486,95,137,34,1,26,64,65,1,124,12,0,1,9,3,0,0.282,0.379,0.516,0.8959999999999999
119,Walker Buehler,24,5,MLB-NL,Los Angeles,25,58,52,3,4,0,0,1,2,3,0,29,0,3,0,0,0,0,0.077,0.127,0.135,0.262
120,Madison Bumgarner,29,2,MLB-NL,San Francisco,30,65,54,3,7,0,0,1,3,8,0,35,0,3,0,0,0,0,0.13,0.242,0.185,0.42700000000000005
121,Dylan Bundy,26,40,MLB-AL,Baltimore,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0
122,Corbin Burnes,24,89,MLB-NL,Milwaukee,5,8,7,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0.28600000000000003,0.28600000000000003,0.28600000000000003,0.5710000000000001
123,Drew Butera,35,123,MLB-NL,Colorado,7,19,17,4,3,2,0,0,0,1,0,4,0,1,0,0,0,0,0.17600000000000002,0.222,0.294,0.516
124,Byron Buxton,25,0,MLB-AL,Minnesota,83,295,271,48,71,30,4,10,46,19,1,68,2,2,1,3,14,3,0.262,0.314,0.513,0.8270000000000001
125,Asdrubal Cabrera,33,2,"MLB-AL,MLB-NL","Texas,Washington",110,433,379,54,94,21,0,14,70,46,2,93,3,0,5,8,4,0,0.248,0.33,0.414,0.745
126,Genesis Cabrera,22,89,MLB-NL,St. Louis,2,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0
127,Melky Cabrera,34,0,MLB-NL,Pittsburgh,115,351,334,39,93,19,1,7,42,15,2,36,1,1,0,13,2,0,0.278,0.311,0.40399999999999997,0.716
128,Miguel Cabrera,36,0,MLB-AL,Detroit,118,478,431,35,121,20,0,9,51,40,3,98,3,0,4,17,0,0,0.281,0.34299999999999997,0.39,0.733
129,Trevor Cahill,31,90,MLB-AL,Los Angeles,2,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.667
131,Lorenzo Cain,33,1,MLB-NL,Milwaukee,124,542,487,64,122,26,0,8,41,45,0,94,6,0,4,12,16,7,0.251,0.319,0.353,0.672
132,Kole Calhoun,31,0,MLB-AL,Los Angeles,129,538,469,81,112,27,1,28,67,60,7,132,6,0,2,13,4,0,0.239,0.331,0.48,0.8109999999999999
133,Willie Calhoun,24,1,MLB-AL,Texas,59,232,218,35,60,10,1,16,36,12,0,39,1,0,1,3,0,0,0.275,0.315,0.55,0.865
134,Johan Camargo,25,0,MLB-NL,Atlanta,90,237,222,27,50,11,1,5,29,14,2,40,0,1,0,5,1,0,0.225,0.271,0.35100000000000003,0.623
135,Jeimer Candelario,25,28,MLB-AL,Detroit,73,308,273,27,54,12,1,7,24,31,1,82,4,0,0,2,3,1,0.198,0.289,0.326,0.615
136,Mark Canha,30,0,MLB-AL,Oakland,102,396,330,63,90,13,3,23,49,52,1,87,12,0,2,9,2,1,0.273,0.389,0.539,0.9279999999999999
137,Griffin Canning,23,72,MLB-AL,Los Angeles,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
138,Robinson Cano,36,28,MLB-NL,New York,85,345,324,37,82,23,0,10,32,17,3,57,3,0,1,13,0,0,0.253,0.29600000000000004,0.41700000000000004,0.7120000000000001
139,Matt Carasiti,27,67,MLB-AL,Seattle,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
140,Victor Caratini,25,0,MLB-NL,Chicago,72,213,186,25,51,9,0,9,29,25,0,46,1,0,1,4,1,0,0.27399999999999997,0.36200000000000004,0.46799999999999997,0.8290000000000001
141,Shane Carle,27,150,MLB-NL,Atlanta,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
142,Matt Carpenter,33,0,MLB-NL,St. Louis,107,427,362,52,78,15,2,12,36,55,0,112,5,1,4,3,6,0,0.215,0.324,0.36700000000000005,0.691
143,Ryan Carpenter,28,99,MLB-AL,Detroit,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
144,Curt Casali,30,0,MLB-NL,Cincinnati,68,190,166,21,41,8,0,7,29,20,1,47,1,0,3,0,0,0,0.247,0.326,0.42200000000000004,0.748
145,Andrew Cashner,32,99,MLB-AL,Baltimore,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
146,Nicholas Castellanos,27,0,"MLB-AL,MLB-NL","Detroit,Chicago",129,565,522,81,150,46,3,22,57,37,1,123,4,0,2,11,2,1,0.287,0.33799999999999997,0.513,0.851
147,Diego Castillo,25,147,MLB-AL,Tampa Bay,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
148,Luis Castillo,26,0,MLB-NL,Cincinnati,27,58,54,3,6,1,0,0,0,0,0,27,0,4,0,1,0,0,0.111,0.111,0.13,0.24100000000000002
149,Welington Castillo,32,1,MLB-AL,Chicago,60,210,192,13,39,9,0,8,27,14,0,65,3,0,1,7,0,0,0.203,0.267,0.375,0.642
150,Wilkin Castillo,35,68,MLB-NL,Miami,2,7,7,0,1,1,0,0,2,0,0,3,0,0,0,0,0,0,0.14300000000000002,0.14300000000000002,0.28600000000000003,0.429
151,Harold Castro,25,0,MLB-AL,Detroit,75,282,269,23,75,8,3,4,31,7,0,71,0,2,4,5,4,1,0.27899999999999997,0.293,0.375,0.6679999999999999
152,Jason Castro,32,0,MLB-AL,Minnesota,66,238,207,37,49,9,0,12,29,27,0,74,2,1,1,0,0,0,0.237,0.32899999999999996,0.45399999999999996,0.7829999999999999
153,Starlin Castro,29,0,MLB-NL,Miami,136,563,536,47,143,21,3,16,72,19,1,96,1,0,7,20,2,2,0.267,0.29,0.40700000000000003,0.696
154,Willi Castro,22,0,MLB-AL,Detroit,8,33,30,3,7,2,0,0,2,1,0,12,1,0,1,0,0,0,0.233,0.273,0.3,0.573
155,Jake Cave,26,0,MLB-AL,Minnesota,57,172,149,23,40,9,0,7,20,14,0,57,8,0,1,2,0,0,0.268,0.36,0.47,0.83
157,Francisco Cervelli,33,4,MLB-NL,"Pittsburgh,Atlanta",37,133,118,12,27,7,1,1,8,10,0,32,4,1,0,5,1,0,0.22899999999999998,0.311,0.331,0.6409999999999999
158,Luis Cessa,27,127,MLB-AL,New York,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
159,Jhoulys Chacin,31,39,MLB-NL,Milwaukee,18,25,24,2,3,0,0,1,1,1,0,10,0,0,0,0,0,0,0.125,0.16,0.25,0.41
160,Yu Chang,23,0,MLB-AL,Cleveland,9,27,24,3,5,0,1,0,0,3,0,8,0,0,0,0,0,0,0.20800000000000002,0.29600000000000004,0.292,0.588
161,Matt Chapman,26,0,MLB-AL,Oakland,133,565,495,87,128,35,3,30,75,58,0,117,9,0,3,11,1,0,0.259,0.345,0.523,0.868
162,JT Chargois,28,73,MLB-NL,Los Angeles,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
163,Tyler Chatwood,29,0,MLB-NL,Chicago,15,20,17,1,3,2,0,0,1,1,0,6,0,2,0,0,0,0,0.17600000000000002,0.222,0.294,0.516
164,Jesse Chavez,35,79,MLB-AL,Texas,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1.0
165,Michael Chavis,23,21,MLB-AL,Boston,95,382,347,46,88,10,1,18,58,31,2,127,4,0,0,11,2,1,0.254,0.322,0.444,0.7659999999999999
166,Wei-Yin Chen,33,1,MLB-NL,Miami,5,5,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0
167,Robinson Chirinos,35,0,MLB-AL,Houston,102,391,329,50,77,20,0,15,49,44,1,115,11,2,5,9,0,1,0.23399999999999999,0.33899999999999997,0.43200000000000005,0.7709999999999999
168,Yonny Chirinos,25,147,MLB-AL,Tampa Bay,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0
169,Ji-Man Choi,28,0,MLB-AL,Tampa Bay,106,406,346,44,91,16,1,13,49,49,2,84,6,0,5,5,2,2,0.263,0.36,0.428,0.787
170,Shin-Soo Choo,36,1,MLB-AL,Texas,128,561,479,78,126,27,2,20,49,67,3,135,14,0,1,5,11,1,0.263,0.369,0.45299999999999996,0.8220000000000001
171,Steve Cishek,33,105,MLB-NL,Chicago,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
