Roto_Rank,Roto_Rank_Bat,Season,Points,Total_Zn,Total_Z,Name,Team,Age,BA,R,RBI,HR,SB,BA_zscore,R_zscore,RBI_zscore,HR_zscore,SB_zscore,Roto_Rank_Pit,K,ERA,WHIP,Saves,Wins,K_zscore,ERA_zscore,WHIP_zscore,Saves_zscore,Wins_zscore
891,,2019.0,36.0,-19.922430873324856,-0.6973387098810222,Zac Grotz,Mariners,26.0,,,,,,,,,,,463.0,18.0,4.15,1.286549707602339,0.0,1.0,-0.6332037397512371,-0.33055624115472476,-0.3916550269350855,-0.2768052875366609,-0.5095409506829345
892,428.0,2019.0,61.0,-75.63387604942137,-0.7066908059775068,Cesar Puello,- - -,28.0,0.248,14.0,18.0,4.0,0.0,0.4873614066393709,-0.31669296904817223,-0.15696223058139772,-0.2786231499966301,-0.44177386299067756,,,,,,,,,,,
893,,2019.0,0.0,-29.773402825755024,-0.7098432376536845,Taylor Guilbeau,Mariners,26.0,,,,,,,,,,,464.0,7.0,3.65,1.0743801652892562,0.0,0.0,-0.8360146624110324,-0.4525811544019675,-0.7186605915412331,-0.2768052875366609,-0.7682650336491917
894,,2019.0,29.0,-34.74647244609691,-0.7131833204410811,Jose Suarez,Angels,21.0,,,,,,,,,,,465.0,72.0,7.11,1.6419753086419753,0.0,2.0,0.3624135169423037,0.3918312452689516,0.15614343686109514,-0.2768052875366609,-0.25081686771667727
895,,2019.0,51.0,-16.051464071304537,-0.7202817677671416,Jon Duplantier,Diamondbacks,24.0,,,,,,,,,,,466.0,34.0,4.42,1.5745856353591159,1.0,1.0,-0.33820603406426203,-0.26466278800121384,0.0522793387429629,-0.08491823227819599,-0.5095409506829345
896,429.0,2019.0,88.0,-101.70212814355723,-0.72163846401067,Martin Prado,Marlins,35.0,0.233,26.0,15.0,2.0,0.0,0.3769303999012741,0.07492902244680909,-0.25719397103006497,-0.47453005233801065,-0.44177386299067756,,,,,,,,,,,
897,,2019.0,56.0,-14.657193740640942,-0.7248311095723472,Colten Brewer,Red Sox,26.0,,,,,,,,,,,467.0,52.0,4.12,1.7158671586715866,0.0,1.0,-0.006333615166415088,-0.3378777359495594,0.2700289921358961,-0.2768052875366609,-0.5095409506829345
898,,2019.0,5.0,-17.590817664052185,-0.7471601099776514,Tom Murphy,Mariners,28.0,,,,,,,,,,,468.0,2.0,6.0,0.6666666666666666,0.0,0.0,-0.9282014454382121,0.12093593786007288,-1.3470475945064864,-0.2768052875366609,-0.7682650336491917
899,430.0,2019.0,73.0,-75.0720377914491,-0.7515626053144774,Bryan Holaday,Marlins,31.0,0.278,12.0,12.0,4.0,0.0,0.7082234201155649,-0.38196330096400244,-0.3574257114787322,-0.2786231499966301,-0.44177386299067756,,,,,,,,,,,
900,,2019.0,33.0,-31.201147553678833,-0.7534158719513875,Tim Melville,Rockies,29.0,,,,,,,,,,,469.0,24.0,4.86,1.4501510574018126,0.0,2.0,-0.5225796001186215,-0.15728086434364022,-0.13950501907693208,-0.2768052875366609,-0.25081686771667727
901,,2019.0,21.0,-34.70817848041872,-0.7591790047277032,A.J. Minter,Braves,25.0,,,,,,,,,,,470.0,35.0,7.06,2.027491408934708,5.0,3.0,-0.3197686774588261,0.3796287539442272,0.7503187773298937,0.6826299887556637,0.007907215249580005
902,,2019.0,15.0,-18.46850910461393,-0.7654344783933344,Jose De Leon,Rays,26.0,,,,,,,,,,,471.0,7.0,2.25,1.5,0.0,1.0,-0.8360146624110324,-0.7942509114942469,-0.06267551074304643,-0.2768052875366609,-0.5095409506829345
903,431.0,2019.0,54.0,-97.62219016286903,-0.7834411981557643,Grayson Greiner,Tigers,26.0,0.20199999999999999,18.0,19.0,5.0,0.0,0.1487063193092069,-0.1861523052165118,-0.12355165043184199,-0.18066969882593983,-0.44177386299067756,,,,,,,,,,,
904,,2019.0,33.0,-20.51268217256499,-0.7893465683610013,Ryan Burr,White Sox,25.0,,,,,,,,,,,472.0,20.0,4.58,1.3020833333333335,0.0,1.0,-0.5963290265403652,-0.22561481576209616,-0.36771388063686317,-0.2768052875366609,-0.5095409506829345
905,,2019.0,14.0,-22.777691944506987,-0.7911012205091691,Eric Yardley,Padres,28.0,,,,,,,,,,,473.0,7.0,2.31,1.3392857142857144,0.0,0.0,-0.8360146624110324,-0.7796079219045777,-0.3103758411831382,-0.2768052875366609,-0.7682650336491917
906,,2019.0,29.0,-50.76565475422912,-0.7930112559497451,Ross Detwiler,White Sox,33.0,,,,,,,,,,,474.0,46.0,6.59,1.6329479768786126,0.0,3.0,-0.11695775479903074,0.2649253354918191,0.1422300933718143,-0.2768052875366609,0.007907215249580005
907,,2019.0,21.0,-23.203749266412647,-0.7950888809424599,Randy Rosario,- - -,25.0,,,,,,,,,,,475.0,13.0,4.4,1.4184397163120568,0.0,2.0,-0.7253905227784168,-0.26954378453110345,-0.18838001255819153,-0.2768052875366609,-0.25081686771667727
908,432.0,2019.0,43.0,-84.46595626650145,-0.7993841097406292,Marco Hernandez,Red Sox,26.0,0.25,18.0,11.0,2.0,1.0,0.5020855408711172,-0.1861523052165118,-0.3908362916282879,-0.47453005233801065,-0.249951001428936,,,,,,,,,,,
909,433.0,2019.0,78.0,-106.28917811354961,-0.8015333772036828,Tyler White,- - -,28.0,0.20800000000000002,18.0,23.0,3.0,0.0,0.19287872200444592,-0.1861523052165118,0.010090670166380978,-0.3765766011673204,-0.44177386299067756,,,,,,,,,,,
910,434.0,2019.0,35.0,-69.96020317875447,-0.8032814717229935,Carlos Gomez,Mets,33.0,0.198,10.0,10.0,3.0,4.0,0.11925805084571457,-0.44723363287983264,-0.42424687177784365,-0.3765766011673204,0.32551758325628866,,,,,,,,,,,
911,435.0,2019.0,33.0,-72.28177275952655,-0.810112336557824,Cory Spangenberg,Brewers,28.0,0.23199999999999998,11.0,10.0,2.0,3.0,0.36956833278540074,-0.41459846692191754,-0.42424687177784365,-0.47453005233801065,0.1336947216945471,,,,,,,,,,,
912,436.0,2019.0,14.0,-92.79348281969085,-0.8142727515257983,Chris Owings,- - -,27.0,0.139,13.0,14.0,3.0,5.0,-0.3151039089908,-0.34932813500608734,-0.2906045511796207,-0.3765766011673204,0.5173404448180302,,,,,,,,,,,
913,,2019.0,35.0,-25.084018803481793,-0.8179693685749718,Hector Velazquez,Red Sox,30.0,,,,,,,,,,,476.0,49.0,5.43,1.5329768270944741,0.0,1.0,-0.06164568498272291,-0.018172463241783777,-0.011850091385562736,-0.2768052875366609,-0.5095409506829345
914,,2019.0,11.0,-19.00937938053089,-0.8212600182397161,Grant Dayton,Braves,31.0,,,,,,,,,,,477.0,14.0,3.0,1.3333333333333333,0.0,0.0,-0.7069531661729809,-0.6112135416233829,-0.3195499274957345,-0.2768052875366609,-0.7682650336491917
915,,2019.0,15.0,-19.43728652361899,-0.8218345081430981,Keynan Middleton,Angels,25.0,,,,,,,,,,,478.0,6.0,1.17,1.5277777777777777,0.0,0.0,-0.8544520190164684,-1.057824724108291,-0.019863107950931918,-0.2768052875366609,-0.7682650336491917
916,,2019.0,-3.0,-40.88478324217146,-0.8238531447526376,Wily Peralta,Royals,30.0,,,,,,,,,,,479.0,24.0,5.8,1.596009975062344,2.0,2.0,-0.5225796001186215,0.0721259725611758,0.08529952733643195,0.10696882298026894,-0.25081686771667727
917,,2019.0,16.0,-22.41918671602888,-0.8397394158243852,Justin Miller,Nationals,32.0,,,,,,,,,,,480.0,11.0,4.02,1.3157894736842106,0.0,1.0,-0.7622652359892886,-0.362282718599008,-0.3465893397854909,-0.2768052875366609,-0.5095409506829345
918,437.0,2019.0,43.0,-68.17561392426501,-0.8403471275057596,Seth Brown,Athletics,26.0,0.293,11.0,13.0,0.0,1.0,0.8186544268536616,-0.41459846692191754,-0.3240151313291764,-0.6704369546793912,-0.249951001428936,,,,,,,,,,,
919,,2019.0,3.0,-16.970079860668754,-0.8425450081323038,Jorge Alcala,Twins,23.0,,,,,,,,,,,481.0,1.0,0.0,1.6666666666666667,0.0,0.0,-0.9466388020436481,-1.3433630211068386,0.19419890600964165,-0.2768052875366609,-0.7682650336491917
920,438.0,2019.0,46.0,-75.99902609978344,-0.8531002085123818,Rosell Herrera,Marlins,26.0,0.2,10.0,11.0,2.0,4.0,0.13398218507746085,-0.44723363287983264,-0.3908362916282879,-0.47453005233801065,0.32551758325628866,,,,,,,,,,,
921,,2019.0,16.0,-22.827590160415323,-0.8544109377356405,Jeremy Walker,Braves,24.0,,,,,,,,,,,482.0,6.0,1.93,1.4285714285714286,0.0,0.0,-0.8544520190164684,-0.8723468559724822,-0.17276454649419837,-0.2768052875366609,-0.7682650336491917
922,,2019.0,40.0,-27.356020852638434,-0.8568936995496792,Jefry Rodriguez,Indians,25.0,,,,,,,,,,,483.0,33.0,4.63,1.4935064935064934,0.0,1.0,-0.35664339066969797,-0.21341232443737193,-0.07268360490224215,-0.2768052875366609,-0.5095409506829345
923,,2019.0,40.0,-34.38492033871473,-0.8596395070155449,Clay Holmes,Pirates,26.0,,,,,,,,,,,484.0,56.0,5.58,1.62,0.0,1.0,0.06741581125532868,0.018435010732389095,0.12227406931888908,-0.2768052875366609,-0.5095409506829345
924,439.0,2019.0,50.0,-83.93840218097266,-0.8631003235509311,Mark Reynolds,Rockies,35.0,0.17,13.0,20.0,4.0,2.0,-0.08687982839873301,-0.34932813500608734,-0.09014107028228624,-0.2786231499966301,-0.058128139867194444,,,,,,,,,,,
925,440.0,2019.0,57.0,-80.20789420129206,-0.8654892740762742,Jose Trevino,Rangers,26.0,0.258,18.0,13.0,2.0,0.0,0.5609820777981023,-0.1861523052165118,-0.3240151313291764,-0.47453005233801065,-0.44177386299067756,,,,,,,,,,,
926,,2019.0,35.0,-34.89392537766272,-0.8698957654570416,Nick Kingham,- - -,27.0,,,,,,,,,,,485.0,46.0,7.28,1.865942028985507,1.0,4.0,-0.11695775479903074,0.4333197157730141,0.5013313608226379,-0.08491823227819599,0.26663129821583725
927,441.0,2019.0,44.0,-64.78171037696161,-0.8730254690085408,Giancarlo Stanton,Yankees,29.0,0.28800000000000003,8.0,13.0,3.0,0.0,0.7818440912742963,-0.5125039647956628,-0.3240151313291764,-0.3765766011673204,-0.44177386299067756,,,,,,,,,,,
928,,2019.0,44.0,-25.896039207225915,-0.8740155766628779,Patrick Sandoval,Angels,22.0,,,,,,,,,,,486.0,42.0,5.03,1.381074168797954,0.0,0.0,-0.1907071812207745,-0.11579239383957775,-0.2459695319041716,-0.2768052875366609,-0.7682650336491917
929,442.0,2019.0,64.0,-86.60581981649108,-0.8781166229902202,Pablo Reyes,Pirates,25.0,0.203,18.0,19.0,2.0,1.0,0.15606838642508025,-0.1861523052165118,-0.12355165043184199,-0.47453005233801065,-0.249951001428936,,,,,,,,,,,
930,,2019.0,19.0,-21.479606017825876,-0.8786494632700388,Kyle Keller,Marlins,26.0,,,,,,,,,,,487.0,11.0,3.38,1.2745098039215688,0.0,0.0,-0.7622652359892886,-0.5184746075554785,-0.41021148634962407,-0.2768052875366609,-0.7682650336491917
931,,2019.0,60.0,-12.656317289899146,-0.8825015093949125,Edgar Garcia,Phillies,22.0,,,,,,,,,,,488.0,45.0,5.77,1.641025641025641,0.0,2.0,-0.13539511140446667,0.06480447776634117,0.15467976497076638,-0.2768052875366609,-0.25081686771667727
932,,2019.0,32.0,-28.488588977715743,-0.883542522827219,Jake McGee,Rockies,32.0,,,,,,,,,,,489.0,35.0,4.35,1.4111922141119222,0.0,0.0,-0.3197686774588261,-0.28174627585582784,-0.1995501999616319,-0.2768052875366609,-0.7682650336491917
933,443.0,2019.0,64.0,-109.8226646044223,-0.8885183926456812,Travis Shaw,Brewers,29.0,0.157,22.0,16.0,7.0,0.0,-0.18258670090508378,-0.055611641384851355,-0.22378339088050922,0.015237203515440743,-0.44177386299067756,,,,,,,,,,,
934,444.0,2019.0,62.0,-96.86087788901547,-0.8959339898757769,Isan Diaz,Marlins,23.0,0.17300000000000001,17.0,23.0,5.0,0.0,-0.0647936270511136,-0.2187874711744269,0.010090670166380978,-0.18066969882593983,-0.44177386299067756,,,,,,,,,,,
935,,2019.0,11.0,-69.74214455685316,-0.8990192107208572,David Hess,Orioles,25.0,,,,,,,,,,,490.0,68.0,7.09,1.55,0.0,1.0,0.28866409052055997,0.38695024873906175,0.014386814282760032,-0.2768052875366609,-0.5095409506829345
936,,2019.0,-0.0,-70.96529097523657,-0.9006772525910554,Fernando Rodney,- - -,42.0,,,,,,,,,,,491.0,49.0,5.66,1.6313559322033897,2.0,0.0,-0.06164568498272291,0.03795899685194794,0.1397763600874617,0.10696882298026894,-0.7682650336491917
937,,2019.0,15.0,-22.69069329849158,-0.9061117121572848,Tony Sipp,Nationals,35.0,,,,,,,,,,,492.0,18.0,4.71,1.3333333333333333,0.0,1.0,-0.6332037397512371,-0.1938883383178131,-0.3195499274957345,-0.2768052875366609,-0.5095409506829345
938,,2019.0,22.0,-23.507529504780265,-0.9089697162583213,J. D. Hammer,Phillies,24.0,,,,,,,,,,,493.0,13.0,3.79,1.4210526315789473,0.0,1.0,-0.7253905227784168,-0.4184141786927395,-0.18435286604695128,-0.2768052875366609,-0.5095409506829345
939,,2019.0,8.0,-19.643665127079363,-0.9100996949795411,Brian Moran,Marlins,30.0,,,,,,,,,,,494.0,10.0,4.26,1.3114754098360657,0.0,1.0,-0.7807025925947246,-0.3037107602403315,-0.3532383755944474,-0.2768052875366609,-0.5095409506829345
940,,2019.0,28.0,-25.374350932511074,-0.9115100940647008,Pat Neshek,Phillies,38.0,,,,,,,,,,,495.0,9.0,5.0,1.3888888888888888,3.0,0.0,-0.7991399492001605,-0.12311388863441237,-0.23392512191150516,0.29885587823873383,-0.7682650336491917
941,445.0,2019.0,52.0,-68.75266252106846,-0.9152718791383734,Kevin Cron,Diamondbacks,26.0,0.21100000000000002,12.0,16.0,6.0,0.0,0.21496492335206532,-0.38196330096400244,-0.22378339088050922,-0.08271624765524954,-0.44177386299067756,,,,,,,,,,,
942,,2019.0,2.0,-120.13737397988835,-0.9156786448075698,Peter Lambert,Rockies,22.0,,,,,,,,,,,496.0,57.0,7.25,1.739618406285073,0.0,3.0,0.08585316786076462,0.42599822097817946,0.3066355194030741,-0.2768052875366609,0.007907215249580005
943,,2019.0,18.0,-50.71360213463646,-0.9225026829696988,Matt Harvey,Angels,30.0,,,,,,,,,,,497.0,39.0,7.09,1.554054054054054,0.0,3.0,-0.24601925103708233,0.38695024873906175,0.020635110906473828,-0.2768052875366609,0.007907215249580005
944,,2019.0,18.0,-53.32066828558037,-0.9256429337148255,Felix Hernandez,Mariners,33.0,,,,,,,,,,,498.0,57.0,6.4,1.544943820224719,0.0,1.0,0.08585316786076462,0.21855586845786706,0.006593994898127684,-0.2768052875366609,-0.5095409506829345
945,,2019.0,2.0,-17.43885931810887,-0.9317089169521713,Ty France,Padres,24.0,,,,,,,,,,,499.0,0.0,4.5,1.0,0.0,0.0,-0.965076158649084,-0.245138801881655,-0.8332987610011103,-0.2768052875366609,-0.7682650336491917
946,446.0,2019.0,40.0,-63.45004204662529,-0.9397872110794783,Zack Greinke,- - -,35.0,0.28,7.0,8.0,3.0,1.0,0.7229475543473113,-0.545139130753578,-0.49106803207695515,-0.3765766011673204,-0.249951001428936,,,,,,,,,,,
947,447.0,2019.0,51.0,-84.51985093171822,-0.9404106735937374,Odubel Herrera,Phillies,27.0,0.222,12.0,16.0,1.0,2.0,0.2959476616266696,-0.38196330096400244,-0.22378339088050922,-0.5724835035087009,-0.058128139867194444,,,,,,,,,,,
948,448.0,2019.0,40.0,-70.46228118559934,-0.943814075384221,Gavin Lux,Dodgers,21.0,0.24,12.0,9.0,2.0,2.0,0.42846486971238584,-0.38196330096400244,-0.4576574519273994,-0.47453005233801065,-0.058128139867194444,,,,,,,,,,,
949,,2019.0,40.0,-16.988492884943216,-0.9501290511860274,Travis Bergen,Giants,25.0,,,,,,,,,,,500.0,18.0,5.49,1.40625,0.0,2.0,-0.6332037397512371,-0.003529473652114541,-0.2071673701664334,-0.2768052875366609,-0.25081686771667727
950,,2019.0,18.0,-22.9205445984031,-0.9552787260811904,Johnny Cueto,Giants,33.0,,,,,,,,,,,501.0,13.0,5.06,1.25,0.0,1.0,-0.7253905227784168,-0.10847089904474334,-0.4479871358720784,-0.2768052875366609,-0.5095409506829345
951,,2019.0,27.0,-35.00209244412554,-0.9555083252230356,Clay Buchholz,Blue Jays,34.0,,,,,,,,,,,502.0,39.0,6.56,1.4915254237288136,0.0,2.0,-0.24601925103708233,0.25760384069698455,-0.07573692176436951,-0.2768052875366609,-0.25081686771667727
952,449.0,2019.0,43.0,-62.86924007673331,-0.9578373249444041,Edwin Rios,Dodgers,25.0,0.27699999999999997,10.0,8.0,4.0,0.0,0.7008613529996914,-0.44723363287983264,-0.49106803207695515,-0.2786231499966301,-0.44177386299067756,,,,,,,,,,,
953,,2019.0,40.0,-17.903921639315264,-0.9612698349560101,JT Chargois,Dodgers,28.0,,,,,,,,,,,503.0,28.0,6.33,1.2322274881516586,0.0,1.0,-0.44883017369687767,0.20147238060325304,-0.47537895756371595,-0.2768052875366609,-0.5095409506829345
954,,2019.0,5.0,47.36392588233691,-0.965375386630005,Chad Bettis,Rockies,30.0,,,,,,,,,,,504.0,42.0,6.08,1.5664556962025316,1.0,1.0,-0.1907071812207745,0.14045992397963172,0.03974909846846826,-0.08491823227819599,-0.5095409506829345
955,,2019.0,26.0,-31.977443705623045,-0.9657383273167137,Sean Reid-Foley,Blue Jays,23.0,,,,,,,,,,,505.0,28.0,4.26,1.7307692307692308,0.0,2.0,-0.44883017369687767,-0.3037107602403315,0.29299675860682933,-0.2768052875366609,-0.25081686771667727
956,450.0,2019.0,57.0,-74.1277579189259,-0.9677348462099125,Dustin Garneau,- - -,31.0,0.244,14.0,14.0,3.0,0.0,0.45791313817587836,-0.31669296904817223,-0.2906045511796207,-0.3765766011673204,-0.44177386299067756,,,,,,,,,,,
957,,2019.0,26.0,-24.63489597553407,-0.971340730786047,Jose Rodriguez,Angels,23.0,,,,,,,,,,,506.0,13.0,2.75,1.4583333333333335,0.0,0.0,-0.7253905227784168,-0.6722259982470042,-0.1268941149312182,-0.2768052875366609,-0.7682650336491917
958,451.0,2019.0,8.0,-52.46691252213925,-0.971707429042896,Tyrone Taylor,Brewers,25.0,0.4,1.0,1.0,0.0,0.0,1.6063956082520867,-0.7409501265010686,-0.7249420931238453,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
959,,2019.0,30.0,-25.377504138260335,-0.9748542492545087,Jose Quijada,Marlins,23.0,,,,,,,,,,,507.0,44.0,5.76,1.815068493150685,1.0,2.0,-0.1538324680099026,0.062363979501396376,0.42292270174833657,-0.08491823227819599,-0.25081686771667727
960,452.0,2019.0,48.0,-97.89708897837737,-0.9755277635870652,Daniel Descalso,Cubs,32.0,0.17300000000000001,20.0,15.0,2.0,2.0,-0.0647936270511136,-0.12088197330068157,-0.25719397103006497,-0.47453005233801065,-0.058128139867194444,,,,,,,,,,,
961,,2019.0,17.0,-36.277609735700096,-0.9826281440470476,Jose Cisnero,Tigers,30.0,,,,,,,,,,,508.0,40.0,4.33,1.5384615384615383,0.0,0.0,-0.2275818944316464,-0.28662727238571745,-0.0033967991847340295,-0.2768052875366609,-0.7682650336491917
962,453.0,2019.0,60.0,-99.65892931863424,-0.9876025331461559,Sandy Leon,Red Sox,30.0,0.192,14.0,19.0,5.0,0.0,0.07508564815047576,-0.31669296904817223,-0.12355165043184199,-0.18066969882593983,-0.44177386299067756,,,,,,,,,,,
963,,2019.0,16.0,-19.98609195688446,-0.9967342620668852,Brusdar Graterol,Twins,20.0,,,,,,,,,,,509.0,10.0,4.66,1.3043478260869565,0.0,1.0,-0.7807025925947246,-0.20609082964253733,-0.36422373910489747,-0.2768052875366609,-0.5095409506829345
964,454.0,2019.0,20.0,-63.71854057357784,-0.9979278257737846,Michael Lorenzen,Reds,27.0,0.20800000000000002,6.0,6.0,1.0,5.0,0.19287872200444592,-0.5777742967114932,-0.5578891923760666,-0.5724835035087009,0.5173404448180302,,,,,,,,,,,
965,,2019.0,6.0,-20.38402024685224,-1.000665337416772,Sam Selman,Giants,28.0,,,,,,,,,,,510.0,10.0,4.35,1.188118811881188,0.0,0.0,-0.7807025925947246,-0.28174627585582784,-0.5433613005079775,-0.2768052875366609,-0.7682650336491917
966,455.0,2019.0,2.0,-51.08331718465624,-1.0043425950008111,Homer Bailey,- - -,33.0,0.4,0.0,1.0,0.0,0.0,1.6063956082520867,-0.7735852924589838,-0.7249420931238453,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
967,,2019.0,31.0,-23.720320186229337,-1.0089876415424772,Zach Duke,Reds,36.0,,,,,,,,,,,511.0,18.0,5.01,1.6883116883116882,0.0,3.0,-0.6332037397512371,-0.12067339036946757,0.22755921987362684,-0.2768052875366609,0.007907215249580005
968,,2019.0,35.0,-26.841841504302504,-1.0290619341174234,Wandy Peralta,- - -,27.0,,,,,,,,,,,512.0,32.0,5.67,1.4285714285714284,0.0,1.0,-0.3750807472751339,0.04039949511689273,-0.1727645464941987,-0.2768052875366609,-0.5095409506829345
969,,2019.0,-2.0,-49.36111151815492,-1.0372529404784503,David Hernandez,Reds,34.0,,,,,,,,,,,513.0,53.0,8.02,1.7298578199052133,2.0,2.0,0.012103741439020854,0.613916587378933,0.2915920498021299,0.10696882298026894,-0.25081686771667727
970,456.0,2019.0,55.0,-92.74465999152291,-1.0383220595814344,Francisco Cervelli,- - -,33.0,0.213,15.0,12.0,3.0,1.0,0.2296890575838114,-0.28405780309025713,-0.3574257114787322,-0.3765766011673204,-0.249951001428936,,,,,,,,,,,
971,,2019.0,57.0,-16.634381555147012,-1.0411533403740545,Darwinzon Hernandez,Red Sox,22.0,,,,,,,,,,,514.0,57.0,4.45,1.760797342192691,0.0,0.0,0.08585316786076462,-0.2573412932063792,0.3392774802553457,-0.2768052875366609,-0.7682650336491917
972,,2019.0,30.0,-22.885581894287686,-1.0475196737581187,Jonathan Hernandez,Rangers,22.0,,,,,,,,,,,515.0,19.0,4.32,1.6666666666666667,0.0,2.0,-0.6147663831458011,-0.28906777065066225,0.19419890600964165,-0.2768052875366609,-0.25081686771667727
973,,2019.0,4.0,-23.233158864573035,-1.049170831616454,Ryan Eades,- - -,27.0,,,,,,,,,,,516.0,10.0,2.38,1.5315315315315317,0.0,0.0,-0.7807025925947246,-0.7625244340499637,-0.014077648114159326,-0.2768052875366609,-0.7682650336491917
974,,2019.0,10.0,-20.650276503384426,-1.0506153030949434,JC Ramirez,Angels,30.0,,,,,,,,,,,517.0,4.0,4.5,1.125,0.0,0.0,-0.8913267322273403,-0.245138801881655,-0.6406429484365944,-0.2768052875366609,-0.7682650336491917
975,,2019.0,4.0,-17.948768836175805,-1.0609456541103834,Hernan Perez,Brewers,28.0,,,,,,,,,,,518.0,1.0,3.0,1.3333333333333333,0.0,0.0,-0.9466388020436481,-0.6112135416233829,-0.3195499274957345,-0.2768052875366609,-0.7682650336491917
976,457.0,2019.0,70.0,-99.0533049378872,-1.062103748268369,Kevin Plawecki,Indians,28.0,0.222,13.0,17.0,3.0,0.0,0.2959476616266696,-0.34932813500608734,-0.19037281073095347,-0.3765766011673204,-0.44177386299067756,,,,,,,,,,,
977,458.0,2019.0,50.0,-66.20329637195859,-1.0628828088206836,Sean Murphy,Athletics,24.0,0.245,14.0,8.0,4.0,0.0,0.4652752052917515,-0.31669296904817223,-0.49106803207695515,-0.2786231499966301,-0.44177386299067756,,,,,,,,,,,
978,459.0,2019.0,42.0,-89.82619628445865,-1.0664010036218223,Mac Williamson,- - -,28.0,0.156,13.0,17.0,4.0,2.0,-0.1899487680209569,-0.34932813500608734,-0.19037281073095347,-0.2786231499966301,-0.058128139867194444,,,,,,,,,,,
979,,2019.0,8.0,-25.149127105251306,-1.0693808596186967,Dan Altavilla,Mariners,26.0,,,,,,,,,,,519.0,18.0,5.52,1.4788732394366197,0.0,2.0,-0.6332037397512371,0.0037920211427198603,-0.09523705652859839,-0.2768052875366609,-0.25081686771667727
980,,2019.0,31.0,-34.76559099971263,-1.0729987787821673,Corey Kluber,Indians,33.0,,,,,,,,,,,520.0,38.0,5.8,1.6761363636363635,0.0,2.0,-0.26445660764251827,0.0721259725611758,0.20879404332513501,-0.2768052875366609,-0.25081686771667727
981,,2019.0,48.0,-5.061493378734368,-1.0775903280816734,Robbie Erlin,Padres,28.0,,,,,,,,,,,521.0,52.0,5.37,1.5789473684210527,0.0,0.0,-0.006333615166415088,-0.0328154528314528,0.05900184456085844,-0.2768052875366609,-0.7682650336491917
982,460.0,2019.0,60.0,-89.655418977378,-1.0787284092042626,Cam Gallagher,Royals,26.0,0.23800000000000002,14.0,12.0,3.0,0.0,0.4137407354806398,-0.31669296904817223,-0.3574257114787322,-0.3765766011673204,-0.44177386299067756,,,,,,,,,,,
983,,2019.0,26.0,-10.83137960800206,-1.0815345063544823,Chasen Bradford,Mariners,29.0,,,,,,,,,,,522.0,11.0,4.86,1.2962962962962963,1.0,0.0,-0.7622652359892886,-0.15728086434364022,-0.37663313121855396,-0.08491823227819599,-0.7682650336491917
984,,2019.0,29.0,-28.611540315234933,-1.085153007073584,Alex Wood,Reds,28.0,,,,,,,,,,,523.0,30.0,5.8,1.4204545454545454,0.0,1.0,-0.4119554604860058,0.0721259725611758,-0.18527466419319302,-0.2768052875366609,-0.5095409506829345
985,461.0,2019.0,17.0,-56.05688298741167,-1.0949988883127348,Randy Arozarena,Cardinals,24.0,0.3,4.0,2.0,1.0,2.0,0.8701888966647735,-0.6430446286273234,-0.6915315129742896,-0.5724835035087009,-0.058128139867194444,,,,,,,,,,,
986,,2019.0,1.0,-32.12051895962862,-1.0970637893914568,Drew Steckenrider,Marlins,28.0,,,,,,,,,,,524.0,14.0,6.28,0.9929078014184397,0.0,0.0,-0.7069531661729809,0.1892698892785288,-0.8442295872459056,-0.2768052875366609,-0.7682650336491917
987,,2019.0,29.0,-24.18959159873712,-1.1041788236047654,Travis Lakins,Red Sox,25.0,,,,,,,,,,,525.0,18.0,3.86,1.4285714285714284,0.0,0.0,-0.6332037397512371,-0.4013306908381256,-0.1727645464941987,-0.2768052875366609,-0.7682650336491917
988,462.0,2019.0,23.0,-63.28124763024581,-1.1051557327807444,Steven Brault,Pirates,27.0,0.33299999999999996,8.0,2.0,1.0,0.0,1.1131371114885866,-0.5125039647956628,-0.6915315129742896,-0.5724835035087009,-0.44177386299067756,,,,,,,,,,,
989,463.0,2019.0,52.0,-92.89470183429721,-1.1129741784120601,J.T. Riddle,Marlins,27.0,0.18899999999999997,15.0,12.0,6.0,0.0,0.05299944680285615,-0.28405780309025713,-0.3574257114787322,-0.08271624765524954,-0.44177386299067756,,,,,,,,,,,
990,,2019.0,22.0,-28.59822116310695,-1.1131384735463823,Buddy Boshers,Blue Jays,31.0,,,,,,,,,,,526.0,26.0,4.05,1.5,0.0,0.0,-0.48570488690774954,-0.3549612238041734,-0.06267551074304643,-0.2768052875366609,-0.7682650336491917
991,,2019.0,54.0,-1.93930232587123,-1.1153443439694533,Wei-Yin Chen,Marlins,33.0,,,,,,,,,,,527.0,63.0,6.59,1.5418502202643174,0.0,0.0,0.19647730749338027,0.2649253354918191,0.0018259947851618954,-0.2768052875366609,-0.7682650336491917
992,,2019.0,25.0,-30.542661779444277,-1.1174862516114454,T.J. Zeuch,Blue Jays,23.0,,,,,,,,,,,528.0,20.0,4.76,1.4864864864864866,0.0,1.0,-0.5963290265403652,-0.18168584699308887,-0.08350316615542633,-0.2768052875366609,-0.5095409506829345
