Roto_Rank,Roto_Rank_Bat,Season,Points,Total_Zn,Total_Z,Name,Team,Age,BA,R,RBI,HR,SB,BA_zscore,R_zscore,RBI_zscore,HR_zscore,SB_zscore,Roto_Rank_Pit,K,ERA,WHIP,Saves,Wins,K_zscore,ERA_zscore,WHIP_zscore,Saves_zscore,Wins_zscore
294,,2019.0,163.0,65.83523595813857,3.642126725321469,Jose Leclerc,Rangers,25.0,,,,,,,,,,,101.0,100.0,4.33,1.3343108504398826,14.0,2.0,0.8786595018945101,-0.28662727238571745,-0.31804333267607066,2.409613486081848,-0.25081686771667727
295,,2019.0,201.0,107.5201135568564,3.6324709738928265,Mark Melancon,- - -,34.0,,,,,,,,,,,102.0,68.0,3.61,1.3263785394932937,12.0,5.0,0.28866409052055997,-0.46234314746174693,-0.33026897916350667,2.025839375564918,0.5253553811820946
296,,2019.0,257.0,206.49602482221252,3.5865612704222753,Zach Eflin,Phillies,25.0,,,,,,,,,,,103.0,129.0,4.13,1.34886572654813,0.0,10.0,1.4133428434521522,-0.3354372376846146,-0.29561068080878844,-0.2768052875366609,1.8189757960133808
297,,2019.0,200.0,269.5184349774975,3.58066066879318,Jakob Junis,Royals,26.0,,,,,,,,,,,104.0,164.0,5.24,1.4277555682467162,0.0,9.0,2.0586503246424104,-0.06454193027573585,-0.17402198836457125,-0.2768052875366609,1.5602517130471234
298,,2019.0,289.0,245.67505705328094,3.5773995397556453,Yonny Chirinos,Rays,25.0,,,,,,,,,,,105.0,114.0,3.85,1.051840721262209,0.0,9.0,1.1367824943706133,-0.4037711891030704,-0.7533994307714987,-0.2768052875366609,1.5602517130471234
299,,2019.0,260.0,165.44048357957132,3.5756275741312606,Frankie Montas,Athletics,26.0,,,,,,,,,,,106.0,103.0,2.63,1.1145833333333333,0.0,9.0,0.9339715717108179,-0.7015119774263424,-0.6566975994836375,-0.2768052875366609,1.5602517130471234
300,193.0,2019.0,224.0,274.7305610084923,3.573566305658656,A.J. Pollock,Dodgers,31.0,0.266,49.0,47.0,15.0,5.0,0.6198786147250873,0.8255378394788566,0.8119445937557188,0.7988648128809629,0.5173404448180302,,,,,,,,,,,
301,194.0,2019.0,258.0,349.28213806204025,3.562253243606699,Anthony Santander,Orioles,24.0,0.261,46.0,59.0,20.0,1.0,0.5830682791457217,0.7276323416051113,1.2128715555503877,1.2886320687344144,-0.249951001428936,,,,,,,,,,,
302,195.0,2019.0,267.0,456.84353518802754,3.558335366008625,Miguel Rojas,Marlins,30.0,0.284,52.0,46.0,5.0,9.0,0.7523958228108034,0.923443337352602,0.778534013606163,-0.18066969882593983,1.2846318910649965,,,,,,,,,,,
303,196.0,2019.0,181.0,200.77283924177556,3.5551293542231988,Cameron Maybin,Yankees,32.0,0.285,48.0,32.0,11.0,9.0,0.7597578899266765,0.7929026735209415,0.3107858915123827,0.4070510081982019,1.2846318910649965,,,,,,,,,,,
304,197.0,2019.0,219.0,222.57554992374736,3.5525595052798753,Mike Tauchman,Yankees,28.0,0.27699999999999997,46.0,47.0,13.0,6.0,0.7008613529996914,0.7276323416051113,0.8119445937557188,0.6029579105395825,0.7091633063797718,,,,,,,,,,,
305,,2019.0,216.0,278.7414126258318,3.5191498087076063,Andrew Cashner,- - -,32.0,,,,,,,,,,,107.0,108.0,4.68,1.3466666666666667,1.0,11.0,1.0261583547379975,-0.20120983311264773,-0.2989999741555193,-0.08491823227819599,2.077699878979638
306,198.0,2019.0,260.0,383.6003132948236,3.5086353174943357,Yadier Molina,Cardinals,36.0,0.27,45.0,57.0,10.0,6.0,0.6493268831885799,0.6949971756471962,1.1460503952512762,0.30909755702751157,0.7091633063797718,,,,,,,,,,,
307,199.0,2019.0,268.0,431.5806242595397,3.5041714808447657,Colin Moran,Pirates,26.0,0.27699999999999997,46.0,80.0,13.0,0.0,0.7008613529996914,0.7276323416051113,1.9144937386910583,0.6029579105395825,-0.44177386299067756,,,,,,,,,,,
308,200.0,2019.0,303.0,377.87145859153884,3.504050215207494,Justin Smoak,Blue Jays,32.0,0.20800000000000002,54.0,61.0,22.0,0.0,0.19287872200444592,0.9887136692684322,1.279692715849499,1.4845389710757948,-0.44177386299067756,,,,,,,,,,,
309,201.0,2019.0,306.0,427.79147513714827,3.4915626617091586,Vladimir Guerrero Jr.,Blue Jays,20.0,0.272,52.0,69.0,15.0,0.0,0.6640510174203261,0.923443337352602,1.546977357045945,0.7988648128809629,-0.44177386299067756,,,,,,,,,,,
310,202.0,2019.0,201.0,305.53870960260673,3.473224152866392,Michael Chavis,Red Sox,23.0,0.254,46.0,58.0,18.0,2.0,0.5315338093346097,0.7276323416051113,1.1794609754008318,1.0927251663930337,-0.058128139867194444,,,,,,,,,,,
311,203.0,2019.0,3.0,-48.588021529219,3.446308254672622,Will Smith,Giants,29.0,1.0,0.0,2.0,0.0,0.0,6.0236358777759635,-0.7735852924589838,-0.6915315129742896,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
312,204.0,2019.0,306.0,370.4281770442852,3.443036982889196,Nick Markakis,Braves,35.0,0.285,61.0,62.0,9.0,2.0,0.7597578899266765,1.2171598309738378,1.313103295999055,0.2111441058568213,-0.058128139867194444,,,,,,,,,,,
313,205.0,2019.0,242.0,353.2741264538465,3.4351844769073745,Andrelton Simmons,Angels,29.0,0.264,47.0,40.0,7.0,10.0,0.6051544804933411,0.7602675075630264,0.5780705327088286,0.015237203515440743,1.476454752626738,,,,,,,,,,,
314,206.0,2019.0,251.0,305.67000928653016,3.4349127034465132,Travis d'Arnaud,- - -,30.0,0.251,52.0,69.0,16.0,0.0,0.5094476079869903,0.923443337352602,1.546977357045945,0.8968182640516532,-0.44177386299067756,,,,,,,,,,,
315,207.0,2019.0,256.0,251.58461781367,3.4299009401594245,Mitch Moreland,Red Sox,33.0,0.252,48.0,58.0,19.0,1.0,0.5168096751028635,0.7929026735209415,1.1794609754008318,1.190678617563724,-0.249951001428936,,,,,,,,,,,
316,208.0,2019.0,237.0,319.74489827305234,3.4246415918170565,Robinson Chirinos,Astros,35.0,0.23800000000000002,57.0,58.0,17.0,1.0,0.4137407354806398,1.0866191671421774,1.1794609754008318,0.9947717152223434,-0.249951001428936,,,,,,,,,,,
317,,2019.0,120.0,49.90942877265329,3.423927137798562,Junior Guerra,Brewers,34.0,,,,,,,,,,,108.0,77.0,3.55,1.1298076923076923,3.0,9.0,0.4546002999694834,-0.476986137051416,-0.6332331094918053,0.29885587823873383,1.5602517130471234
318,209.0,2019.0,2.0,-48.59786671893117,3.412897674523066,Seth Lugo,Mets,29.0,1.0,0.0,1.0,0.0,0.0,6.0236358777759635,-0.7735852924589838,-0.7249420931238453,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
319,210.0,2019.0,2.0,-48.59786671893117,3.412897674523066,Oliver Drake,Rays,32.0,1.0,0.0,1.0,0.0,0.0,6.0236358777759635,-0.7735852924589838,-0.7249420931238453,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
320,211.0,2019.0,2.0,-48.59786671893117,3.412897674523066,Ruben Alaniz,- - -,28.0,1.0,0.0,1.0,0.0,0.0,6.0236358777759635,-0.7735852924589838,-0.7249420931238453,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
321,212.0,2019.0,2.0,-48.598095212414016,3.412122260331425,John Brebbia,Cardinals,29.0,1.0,1.0,0.0,0.0,0.0,6.0236358777759635,-0.7409501265010686,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
322,213.0,2019.0,2.0,-47.61186893240668,3.37948709437351,Gregory Soto,Tigers,24.0,1.0,0.0,0.0,0.0,0.0,6.0236358777759635,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
323,214.0,2019.0,2.0,-48.60771190864334,3.37948709437351,John Means,Orioles,26.0,1.0,0.0,0.0,0.0,0.0,6.0236358777759635,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
324,215.0,2019.0,2.0,-48.60771190864334,3.37948709437351,Francisco Liriano,Pirates,35.0,1.0,0.0,0.0,0.0,0.0,6.0236358777759635,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
325,,2019.0,155.0,99.81078592285412,3.3604711705849413,John Gant,Cardinals,26.0,,,,,,,,,,,109.0,60.0,3.66,1.2859304084720122,3.0,11.0,0.14116523767707245,-0.4501406561370226,-0.39260951955247453,0.29885587823873383,2.077699878979638
326,,2019.0,143.0,51.99119195249971,3.356399835149362,Roenis Elias,- - -,30.0,,,,,,,,,,,110.0,47.0,3.96,1.28,14.0,4.0,-0.09852039819359479,-0.37692570818867704,-0.40174974085659454,2.409613486081848,0.26663129821583725
327,216.0,2019.0,182.0,336.0303625848025,3.3470206706573973,Brandon Dixon,Tigers,27.0,0.248,41.0,52.0,15.0,5.0,0.4873614066393709,0.5644565118155357,0.9789974945034975,0.7988648128809629,0.5173404448180302,,,,,,,,,,,
328,217.0,2019.0,227.0,314.63477397806497,3.340749009963669,Rowdy Tellez,Blue Jays,24.0,0.22699999999999998,49.0,54.0,21.0,1.0,0.33275799720603505,0.8255378394788566,1.045818654802609,1.3865855199051047,-0.249951001428936,,,,,,,,,,,
329,218.0,2019.0,273.0,252.96307475497494,3.322939818287095,Willie Calhoun,Rangers,24.0,0.26899999999999996,51.0,48.0,21.0,0.0,0.6419648160727064,0.8908081713946868,0.8453551739052745,1.3865855199051047,-0.44177386299067756,,,,,,,,,,,
330,,2019.0,261.0,463.535605734195,3.314909620226621,Zach Davies,Brewers,26.0,,,,,,,,,,,111.0,102.0,3.55,1.2939698492462313,0.0,10.0,0.915534215105382,-0.476986137051416,-0.38021875959310275,-0.2768052875366609,1.8189757960133808
331,,2019.0,99.0,28.639670832576456,3.302515332667999,Craig Stammen,Padres,35.0,,,,,,,,,,,112.0,73.0,3.29,1.1585365853658536,4.0,8.0,0.38085087354773967,-0.5404390919399822,-0.5889548036022122,0.49074293349719883,1.3015276300808662
332,219.0,2019.0,220.0,297.14712822291847,3.296165708444036,Dwight Smith Jr.,Orioles,26.0,0.24100000000000002,46.0,53.0,13.0,5.0,0.4358269368282592,0.7276323416051113,1.0124080746530533,0.6029579105395825,0.5173404448180302,,,,,,,,,,,
333,220.0,2019.0,249.0,264.7341655175155,3.292391083077624,Didi Gregorius,Yankees,29.0,0.23800000000000002,47.0,61.0,16.0,2.0,0.4137407354806398,0.7602675075630264,1.279692715849499,0.8968182640516532,-0.058128139867194444,,,,,,,,,,,
334,,2019.0,153.0,54.84888372763391,3.2767862413108424,Diego Castillo,Rays,25.0,,,,,,,,,,,113.0,81.0,3.41,1.2463343108504399,8.0,5.0,0.5283497263912272,-0.5111531127606439,-0.45363686644581785,1.2582911545310584,0.5253553811820946
335,221.0,2019.0,149.0,231.5658356143805,3.2677221029721286,Jake Marisnick,Astros,28.0,0.233,46.0,34.0,10.0,10.0,0.3769303999012741,0.7276323416051113,0.3776070518114941,0.30909755702751157,1.476454752626738,,,,,,,,,,,
336,,2019.0,214.0,235.5523459913496,3.261857095723874,Ivan Nova,White Sox,32.0,,,,,,,,,,,114.0,114.0,4.72,1.4545454545454546,0.0,11.0,1.1367824943706133,-0.1914478400528683,-0.13273216985741582,-0.2768052875366609,2.077699878979638
337,,2019.0,218.0,249.8062862515816,3.2428064151652265,Dylan Bundy,Orioles,26.0,,,,,,,,,,,115.0,162.0,4.79,1.3585607940446651,0.0,7.0,2.021775611431538,-0.17436435219825427,-0.28066819195748616,-0.2768052875366609,1.0428035471146089
338,,2019.0,128.0,27.115281365956353,3.2412087988686378,Jordan Hicks,Cardinals,22.0,,,,,,,,,,,116.0,31.0,3.14,0.9574468085106383,14.0,2.0,-0.39351810388056985,-0.5770465659141549,-0.8988837184698817,2.409613486081848,-0.25081686771667727
339,222.0,2019.0,233.0,349.93288453522524,3.2282490526740273,Robbie Grossman,Athletics,29.0,0.24,57.0,38.0,6.0,9.0,0.42846486971238584,1.0866191671421774,0.5112493724097171,-0.08271624765524954,1.2846318910649965,,,,,,,,,,,
340,223.0,2019.0,256.0,423.78709741485767,3.2129916828651375,Brandon Crawford,Giants,32.0,0.228,58.0,59.0,11.0,3.0,0.3401200643219084,1.1192543331000926,1.2128715555503877,0.4070510081982019,0.1336947216945471,,,,,,,,,,,
341,,2019.0,208.0,361.89674255106587,3.1913678907012857,Martin Perez,Twins,28.0,,,,,,,,,,,117.0,135.0,5.12,1.5202907328891582,0.0,10.0,1.523966983084768,-0.09382790945507412,-0.0314024896847239,-0.2768052875366609,1.8189757960133808
342,224.0,2019.0,249.0,345.73387506004326,3.1567408642501347,Marwin Gonzalez,Twins,30.0,0.264,52.0,55.0,15.0,1.0,0.6051544804933411,0.923443337352602,1.0792292349521646,0.7988648128809629,-0.249951001428936,,,,,,,,,,,
343,,2019.0,253.0,247.9166219434698,3.084830555685728,Chase Anderson,Brewers,31.0,,,,,,,,,,,118.0,124.0,4.21,1.2661870503597121,0.0,8.0,1.3211560604249726,-0.31591325156505573,-0.42303890115149373,-0.2768052875366609,1.3015276300808662
344,,2019.0,222.0,238.5772035875035,3.0769032410008634,Eric Lauer,Padres,24.0,,,,,,,,,,,119.0,138.0,4.45,1.400804289544236,0.0,8.0,1.5792790529010756,-0.2573412932063792,-0.21556055234920365,-0.2768052875366609,1.3015276300808662
345,,2019.0,244.0,211.82805768803314,3.0752198720356034,Cole Hamels,Cubs,35.0,,,,,,,,,,,120.0,143.0,3.81,1.3951841359773371,0.0,7.0,1.6714658359282555,-0.4135331821628498,-0.22422259436654984,-0.2768052875366609,1.0428035471146089
346,,2019.0,303.0,545.7517010546477,3.0641334146427317,Sandy Alcantara,Marlins,23.0,,,,,,,,,,,121.0,151.0,3.88,1.319127346524607,0.0,6.0,1.818964688771743,-0.3964496943082359,-0.3414448549510622,-0.2768052875366609,0.7840794641483517
347,,2019.0,156.0,85.2550329140754,3.053821864763837,Marcus Walden,Red Sox,30.0,,,,,,,,,,,122.0,76.0,3.81,1.1923076923076923,2.0,9.0,0.4361629433640475,-0.4135331821628498,-0.5369052032095474,0.10696882298026894,1.5602517130471234
348,,2019.0,158.0,60.38258678635516,3.0334160962388452,Scott Oberg,Rockies,29.0,,,,,,,,,,,123.0,58.0,2.25,1.1071428571428572,5.0,6.0,0.10429052446620056,-0.7942509114942469,-0.6681652073743822,0.6826299887556637,0.7840794641483517
349,225.0,2019.0,116.0,139.36981069625358,3.024995024132182,Tim Locastro,Diamondbacks,26.0,0.25,38.0,17.0,1.0,17.0,0.5020855408711172,0.4665510139417904,-0.19037281073095347,-0.5724835035087009,2.819214783558929,,,,,,,,,,,
350,226.0,2019.0,179.0,192.62975485556075,3.000151790224288,Gerardo Parra,- - -,32.0,0.23399999999999999,38.0,48.0,9.0,8.0,0.38429246701714703,0.4665510139417904,0.8453551739052745,0.2111441058568213,1.0928090295032549,,,,,,,,,,,
351,227.0,2019.0,255.0,253.41042648012188,2.997978233633133,Alex Verdugo,Dodgers,23.0,0.294,43.0,44.0,12.0,4.0,0.8260164939695347,0.629726843731366,0.7117128533070516,0.5050044593688922,0.32551758325628866,,,,,,,,,,,
352,,2019.0,90.0,9.997390657856542,2.971455275033262,Mychal Givens,Orioles,29.0,,,,,,,,,,,124.0,86.0,4.57,1.1904761904761905,11.0,2.0,0.6205365094184069,-0.22805531402704096,-0.5397279989980384,1.8339523203064532,-0.25081686771667727
353,,2019.0,224.0,156.34301516508654,2.9644564512497213,Blake Snell,Rays,26.0,,,,,,,,,,,125.0,147.0,4.29,1.2710280373831775,0.0,6.0,1.7452152623499992,-0.2963892654454969,-0.4155777468425338,-0.2768052875366609,0.7840794641483517
354,228.0,2019.0,230.0,315.5356726676503,2.9433121576876444,Harold Ramirez,Marlins,24.0,0.276,54.0,50.0,11.0,2.0,0.6934992858838187,0.9887136692684322,0.912176334204386,0.4070510081982019,-0.058128139867194444,,,,,,,,,,,
355,229.0,2019.0,254.0,192.85411443447742,2.938582056857493,Kurt Suzuki,Nationals,35.0,0.264,37.0,63.0,17.0,0.0,0.6051544804933411,0.4339158479838753,1.3465138761486106,0.9947717152223434,-0.44177386299067756,,,,,,,,,,,
356,230.0,2019.0,225.0,278.5649292554251,2.9230202429104577,Garrett Cooper,Marlins,28.0,0.281,52.0,50.0,15.0,0.0,0.7303096214631843,0.923443337352602,0.912176334204386,0.7988648128809629,-0.44177386299067756,,,,,,,,,,,
357,231.0,2019.0,188.0,213.66171892852861,2.8819856287090704,Matt Adams,Nationals,30.0,0.226,42.0,56.0,20.0,0.0,0.32539593009016216,0.5970916777734508,1.1126398151017205,1.2886320687344144,-0.44177386299067756,,,,,,,,,,,
358,,2019.0,104.0,11.988790454798202,2.8582761598726645,Joe Jimenez,Tigers,24.0,,,,,,,,,,,126.0,82.0,4.37,1.3344594594594594,9.0,4.0,0.5467870829966631,-0.2768652793259381,-0.31781428954470275,1.4501782097895235,0.26663129821583725
359,232.0,2019.0,197.0,204.83973363719218,2.849760084119872,David Bote,Cubs,26.0,0.257,47.0,41.0,11.0,5.0,0.5536200106822291,0.7602675075630264,0.6114811128583844,0.4070510081982019,0.5173404448180302,,,,,,,,,,,
360,,2019.0,191.0,81.26335603487956,2.8487509916682763,Will Harris,Astros,34.0,,,,,,,,,,,127.0,62.0,1.5,0.9333333333333333,4.0,4.0,0.17803995088794433,-0.9772882813651108,-0.9360485277021855,0.49074293349719883,0.26663129821583725
361,,2019.0,204.0,87.11956119754046,2.844423239215862,Tyler Glasnow,Rays,25.0,,,,,,,,,,,128.0,76.0,1.78,0.8970099667774086,0.0,6.0,0.4361629433640475,-0.9089543299466548,-0.992031789293469,-0.2768052875366609,0.7840794641483517
362,233.0,2019.0,291.0,276.26390282472124,2.842832807871475,Maikel Franco,Phillies,26.0,0.23399999999999999,48.0,56.0,17.0,0.0,0.38429246701714703,0.7929026735209415,1.1126398151017205,0.9947717152223434,-0.44177386299067756,,,,,,,,,,,
363,234.0,2019.0,259.0,193.53001470003235,2.8256736549322916,Tommy La Stella,Angels,30.0,0.295,49.0,44.0,16.0,0.0,0.8333785610854079,0.8255378394788566,0.7117128533070516,0.8968182640516532,-0.44177386299067756,,,,,,,,,,,
364,,2019.0,217.0,170.97180556184946,2.805186740160523,David Price,Red Sox,33.0,,,,,,,,,,,129.0,128.0,4.28,1.3165266106442577,0.0,7.0,1.3949054868467163,-0.2988297637104417,-0.3454532300254172,-0.2768052875366609,1.0428035471146089
365,,2019.0,208.0,89.81703844167922,2.7961218536688786,Julio Urias,Dodgers,22.0,,,,,,,,,,,130.0,85.0,2.49,1.0858585858585859,4.0,4.0,0.602099152812971,-0.7356789531355703,-0.7009695160073014,0.49074293349719883,0.26663129821583725
366,,2019.0,121.0,191.29791890618344,2.774103597913814,Adam Ottavino,Yankees,33.0,,,,,,,,,,,131.0,88.0,1.9,1.3161875945537067,2.0,6.0,0.6574112226292788,-0.8796683507673166,-0.3459757373885976,0.10696882298026894,0.7840794641483517
367,,2019.0,130.0,93.2874470526269,2.756365596412188,Pedro Baez,Dodgers,31.0,,,,,,,,,,,132.0,69.0,3.1,0.9537572254335259,1.0,7.0,0.3071014471259959,-0.5868085589739344,-0.9045702754758447,-0.08491823227819599,1.0428035471146089
368,,2019.0,159.0,38.87751032691564,2.751329151882401,Nick Anderson,- - -,28.0,,,,,,,,,,,133.0,110.0,3.32,1.0769230769230769,1.0,5.0,1.0630330679488695,-0.5331175971451476,-0.7147413378844852,-0.08491823227819599,0.5253553811820946
369,235.0,2019.0,240.0,198.02975376037702,2.737351779404273,Yandy Diaz,Rays,27.0,0.267,53.0,38.0,14.0,2.0,0.6272406818409605,0.956078503310517,0.5112493724097171,0.7009113617102727,-0.058128139867194444,,,,,,,,,,,
370,,2019.0,108.0,32.041148124677456,2.7345790816969173,Matt Barnes,Red Sox,29.0,,,,,,,,,,,134.0,110.0,3.78,1.388455538221529,4.0,5.0,1.0630330679488695,-0.4208546769576844,-0.23459302211107,0.49074293349719883,0.5253553811820946
371,236.0,2019.0,207.0,131.69093939960652,2.7343998706424966,Jordan Luplow,Indians,25.0,0.276,42.0,38.0,15.0,3.0,0.6934992858838187,0.5970916777734508,0.5112493724097171,0.7988648128809629,0.1336947216945471,,,,,,,,,,,
372,,2019.0,94.0,10.92648391674249,2.731026048309648,Greg Holland,Diamondbacks,33.0,,,,,,,,,,,135.0,41.0,4.54,1.3920454545454544,17.0,1.0,-0.20914453782621045,-0.2353768088218756,-0.22906007613967413,2.985274651857243,-0.5095409506829345
373,,2019.0,196.0,164.7313309913494,2.6936535649120543,Felix Pena,Angels,29.0,,,,,,,,,,,136.0,101.0,4.58,1.186264308012487,0.0,8.0,0.897096858499946,-0.22561481576209616,-0.5462195481058065,-0.2768052875366609,1.3015276300808662
374,237.0,2019.0,256.0,253.00732689319923,2.688320883918378,David Peralta,Diamondbacks,31.0,0.275,48.0,57.0,12.0,0.0,0.6861372187679455,0.7929026735209415,1.1460503952512762,0.5050044593688922,-0.44177386299067756,,,,,,,,,,,
375,,2019.0,202.0,125.90697059707428,2.6822258339130887,Mike Foltynewicz,Braves,27.0,,,,,,,,,,,137.0,105.0,4.54,1.2478632478632479,0.0,8.0,0.9708462849216898,-0.2353768088218756,-0.45128039762531796,-0.2768052875366609,1.3015276300808662
376,238.0,2019.0,228.0,155.03012945409836,2.6709373627708253,Corey Dickerson,- - -,30.0,0.304,33.0,59.0,12.0,1.0,0.8996371651282661,0.30337518415221487,1.2128715555503877,0.5050044593688922,-0.249951001428936,,,,,,,,,,,
377,239.0,2019.0,258.0,196.1306714937832,2.655803444054938,Carson Kelly,Diamondbacks,24.0,0.245,46.0,47.0,18.0,0.0,0.4652752052917515,0.7276323416051113,0.8119445937557188,1.0927251663930337,-0.44177386299067756,,,,,,,,,,,
378,,2019.0,208.0,338.57036003864033,2.6557241583271214,Trent Thornton,Blue Jays,25.0,,,,,,,,,,,138.0,149.0,4.84,1.4081765087605451,0.0,6.0,1.782089975560871,-0.16216186087353004,-0.20419814528102959,-0.2768052875366609,0.7840794641483517
379,,2019.0,201.0,208.18373815704663,2.6545275590716297,Brad Keller,Royals,23.0,,,,,,,,,,,139.0,122.0,4.19,1.3567534827377348,0.0,7.0,1.2842813472141006,-0.32079424809494533,-0.2834537041846358,-0.2768052875366609,1.0428035471146089
380,,2019.0,148.0,50.36246091651469,2.5989322999383533,Blake Parker,- - -,34.0,,,,,,,,,,,140.0,65.0,4.55,1.227495908346972,10.0,3.0,0.23335202070425215,-0.2329363105569308,-0.4826714883796019,1.6420652650479883,0.007907215249580005
381,,2019.0,219.0,237.41112234972567,2.5970635278628063,Jason Vargas,- - -,36.0,,,,,,,,,,,141.0,124.0,4.51,1.3672922252010724,0.0,7.0,1.3211560604249726,-0.2426983036167102,-0.26721090424317595,-0.2768052875366609,1.0428035471146089
382,,2019.0,212.0,190.21788470591696,2.5949920732626124,Adrian Houser,Brewers,26.0,,,,,,,,,,,142.0,117.0,3.72,1.2421242124212422,0.0,6.0,1.192094564186921,-0.43549766654735345,-0.4601256659166473,-0.2768052875366609,0.7840794641483517
383,240.0,2019.0,264.0,324.9455024959382,2.578230352323195,Miguel Cabrera,Tigers,36.0,0.282,41.0,59.0,12.0,0.0,0.7376716885790571,0.5644565118155357,1.2128715555503877,0.5050044593688922,-0.44177386299067756,,,,,,,,,,,
384,,2019.0,200.0,71.00105856767782,2.577080847306852,Giovanny Gallegos,Cardinals,27.0,,,,,,,,,,,143.0,93.0,2.31,0.8108108108108109,1.0,3.0,0.7495980056564585,-0.7796079219045777,-1.1248859367744317,-0.08491823227819599,0.007907215249580005
385,,2019.0,178.0,103.23272661728464,2.572029083205603,Vince Velasquez,Phillies,27.0,,,,,,,,,,,144.0,130.0,4.91,1.3919726729291204,0.0,7.0,1.431780200057588,-0.14507837301891602,-0.22917225055115076,-0.2768052875366609,1.0428035471146089
386,,2019.0,216.0,176.82142724482503,2.570411634953484,Zach Plesac,Indians,24.0,,,,,,,,,,,145.0,88.0,3.81,1.2326388888888888,0.0,8.0,0.6574112226292788,-0.4135331821628498,-0.4747448876171501,-0.2768052875366609,1.3015276300808662
387,,2019.0,109.0,8.341061472428338,2.5625376638810744,Steve Cishek,Cubs,33.0,,,,,,,,,,,146.0,57.0,2.95,1.203125,7.0,4.0,0.08585316786076462,-0.6234160329481071,-0.5202330655837719,1.0664040992725936,0.26663129821583725
388,,2019.0,206.0,364.61112462093956,2.555732392057923,Danny Duffy,Royals,30.0,,,,,,,,,,,147.0,115.0,4.34,1.3133640552995394,0.0,7.0,1.1552198509760492,-0.28418677412077264,-0.35032750738315294,-0.2768052875366609,1.0428035471146089
389,241.0,2019.0,181.0,146.13385632154592,2.554820661965167,Tom Murphy,Mariners,28.0,0.273,32.0,40.0,18.0,2.0,0.6714130845361993,0.27074001819429977,0.5780705327088286,1.0927251663930337,-0.058128139867194444,,,,,,,,,,,
390,,2019.0,96.0,3.4148657569474485,2.5396315445537128,Shawn Kelley,Rangers,35.0,,,,,,,,,,,148.0,43.0,4.94,1.4012738853503184,11.0,5.0,-0.17226982461533855,-0.1377568782240814,-0.21483678945642223,1.8339523203064532,0.5253553811820946
391,,2019.0,198.0,148.15238658181076,2.523109481219198,Trevor Richards,- - -,26.0,,,,,,,,,,,149.0,127.0,4.06,1.3545521835677277,0.0,6.0,1.3764681302412805,-0.3525207255392286,-0.28684644882699833,-0.2768052875366609,0.7840794641483517
392,242.0,2019.0,205.0,135.35760091517952,2.5208157939161895,Matt Beaty,Dodgers,26.0,0.265,36.0,46.0,9.0,5.0,0.6125165476092143,0.4012806820259602,0.778534013606163,0.2111441058568213,0.5173404448180302,,,,,,,,,,,
393,,2019.0,155.0,63.67950842995587,2.5188099513421296,Nick Wittgren,Indians,28.0,,,,,,,,,,,150.0,60.0,2.81,1.083916083916084,4.0,5.0,0.14116523767707245,-0.6575830086573351,-0.7039633903284283,0.49074293349719883,0.5253553811820946
394,243.0,2019.0,259.0,199.30202394910464,2.499066760938086,Jesse Winker,Reds,25.0,0.26899999999999996,51.0,38.0,16.0,0.0,0.6419648160727064,0.8908081713946868,0.5112493724097171,0.8968182640516532,-0.44177386299067756,,,,,,,,,,,
395,244.0,2019.0,210.0,211.17208664125155,2.4788984393397953,Stephen Piscotty,Athletics,28.0,0.249,46.0,44.0,13.0,2.0,0.49472347375524406,0.7276323416051113,0.7117128533070516,0.6029579105395825,-0.058128139867194444,,,,,,,,,,,
396,245.0,2019.0,107.0,130.37897872002804,2.472824730968545,Dylan Moore,Mariners,26.0,0.20600000000000002,31.0,28.0,9.0,11.0,0.17815458777269966,0.23810485223638464,0.1771435709141597,0.2111441058568213,1.6682776141884796,,,,,,,,,,,
397,,2019.0,158.0,64.17958855538292,2.46513691435362,Trevor May,Twins,29.0,,,,,,,,,,,151.0,79.0,2.94,1.076443057722309,2.0,5.0,0.4914750131803553,-0.625856531213052,-0.7154811657978493,0.10696882298026894,0.5253553811820946
398,246.0,2019.0,210.0,177.99488922840808,2.4597987046630636,Josh Phegley,Athletics,31.0,0.239,44.0,62.0,12.0,0.0,0.42110280259651267,0.662362009689281,1.313103295999055,0.5050044593688922,-0.44177386299067756,,,,,,,,,,,
399,247.0,2019.0,176.0,127.56256490125175,2.444024156649669,Mitch Haniger,Mariners,28.0,0.22,46.0,32.0,15.0,4.0,0.28122352739492334,0.7276323416051113,0.3107858915123827,0.7988648128809629,0.32551758325628866,,,,,,,,,,,
400,,2019.0,181.0,159.46349254491648,2.4412713702778417,Brad Peacock,Astros,31.0,,,,,,,,,,,152.0,96.0,4.12,1.1951754385964912,0.0,7.0,0.8049100754727663,-0.3378777359495594,-0.5324852992775678,-0.2768052875366609,1.0428035471146089
