Roto_Rank_Pit,Season,Points,Total_Z,Name,Team,Age,K,ERA,WHIP,Saves,Wins,K_zscore,ERA_zscore,WHIP_zscore,Saves_zscore,Wins_zscore
253,2019.0,124.0,1.1215414478079593,Scott Barlow,Royals,26.0,92.0,4.22,1.4407988587731813,1.0,3.0,0.7311606490510225,-0.31347275330011093,-0.15391906248544188,-0.08491823227819599,0.007907215249580005
254,2019.0,155.0,1.1212150418732456,Tyler Clippard,Indians,34.0,64.0,2.9,0.8548387096774194,0.0,1.0,0.2149146640988162,-0.6356185242728314,-1.0570280917211934,-0.2768052875366609,-0.5095409506829345
255,2019.0,77.0,1.1048278937318765,Richard Rodriguez,Pirates,29.0,63.0,3.72,1.3517665130568357,1.0,4.0,0.19647730749338027,-0.43549766654735345,-0.29113985375350154,-0.08491823227819599,0.26663129821583725
256,2019.0,86.0,1.1032971177832858,Ryne Harper,Twins,30.0,50.0,3.81,1.1829944547134934,1.0,4.0,-0.04320832837728697,-0.4135331821628498,-0.5512591980600816,-0.08491823227819599,0.26663129821583725
257,2019.0,51.0,1.082060217893727,Joe Kelly,Dodgers,31.0,62.0,4.56,1.3894324853228963,1.0,5.0,0.17803995088794433,-0.23049581229198599,-0.2330873058098981,-0.08491823227819599,0.5253553811820946
258,2019.0,163.0,1.0683229051993288,Gio Gonzalez,Brewers,33.0,78.0,3.5,1.2973593570608497,0.0,3.0,0.47303765657491936,-0.48918862837614024,-0.37499469253535,-0.2768052875366609,0.007907215249580005
259,2019.0,77.0,1.0650796270823386,Adam Cimber,Indians,28.0,41.0,4.45,1.3345195729537367,1.0,6.0,-0.20914453782621045,-0.2573412932063792,-0.3177216398320141,-0.08491823227819599,0.7840794641483517
260,2019.0,57.0,1.047167203564779,Reyes Moronta,Giants,26.0,70.0,2.86,1.3167259786476868,0.0,3.0,0.32553880373143185,-0.6453805173326108,-0.34514595478781723,-0.2768052875366609,0.007907215249580005
261,2019.0,112.0,1.0390021096955417,Jacob Waguespack,Blue Jays,25.0,63.0,4.38,1.3333333333333333,0.0,5.0,0.19647730749338027,-0.2744247810609933,-0.3195499274957345,-0.2768052875366609,0.5253553811820946
262,2019.0,45.0,1.035862396420597,Yoshihisa Hirano,Diamondbacks,35.0,61.0,4.75,1.3773584905660377,1.0,5.0,0.1596025942825084,-0.18412634525803367,-0.25169630797615655,-0.08491823227819599,0.5253553811820946
263,2019.0,104.0,1.0277724723429753,Taylor Clarke,Diamondbacks,26.0,68.0,5.31,1.3776722090261282,1.0,5.0,0.28866409052055997,-0.04745844242112204,-0.2512127904973947,-0.08491823227819599,0.5253553811820946
264,2019.0,128.0,1.0104573882073355,Steven Brault,Pirates,27.0,100.0,5.16,1.5030946065428825,0.0,4.0,0.8786595018945101,-0.08406591639529469,-0.05790595923835444,-0.2768052875366609,0.26663129821583725
265,2019.0,100.0,1.0053657608961888,Jarlin Garcia,Marlins,26.0,39.0,3.02,1.1155378486055776,0.0,4.0,-0.24601925103708233,-0.6063325450934932,-0.6552264561606017,-0.2768052875366609,0.26663129821583725
266,2019.0,113.0,1.0009859481401668,Kevin Gausman,- - -,28.0,114.0,5.72,1.4201762977473067,0.0,3.0,1.1367824943706133,0.052601986441616955,-0.18570351249825134,-0.2768052875366609,0.007907215249580005
267,2019.0,49.0,0.9929612122405654,Jesus Luzardo,Athletics,21.0,16.0,1.5,0.6666666666666666,2.0,0.0,-0.670078452962109,-0.9772882813651108,-1.3470475945064864,0.10696882298026894,-0.7682650336491917
268,2019.0,7.0,0.992450622347384,Luke Maile,Blue Jays,28.0,3.0,0.0,0.5,0.0,0.0,-0.9097640888327763,-1.3433630211068386,-1.6039220112591743,-0.2768052875366609,-0.7682650336491917
269,2019.0,99.0,0.9894596159354241,Asher Wojciechowski,Orioles,30.0,80.0,4.92,1.315468940316687,0.0,4.0,0.5099123697857912,-0.14263787475397122,-0.34708336071648527,-0.2768052875366609,0.26663129821583725
270,2019.0,12.0,0.9740132657419481,Russell Martin,Dodgers,36.0,2.0,0.0,0.5,0.0,0.0,-0.9282014454382121,-1.3433630211068386,-1.6039220112591743,-0.2768052875366609,-0.7682650336491917
271,2019.0,127.0,0.9640530809467305,Josh Osich,White Sox,30.0,61.0,4.66,1.1458333333333333,0.0,4.0,0.1596025942825084,-0.20609082964253733,-0.6085336463425085,-0.2768052875366609,0.26663129821583725
272,2019.0,103.0,0.962117199794184,Yimi Garcia,Dodgers,28.0,66.0,3.61,0.8695652173913043,0.0,1.0,0.2517893773096881,-0.46234314746174693,-1.0343309132423444,-0.2768052875366609,-0.5095409506829345
273,2019.0,73.0,0.9509045064839163,Dereck Rodriguez,Giants,27.0,71.0,5.64,1.4545454545454546,0.0,6.0,0.3439761603368678,0.03307800032205812,-0.13273216985741582,-0.2768052875366609,0.7840794641483517
274,2019.0,147.0,0.949404666580678,Aaron Bummer,White Sox,25.0,60.0,2.13,0.9970238095238095,1.0,0.0,0.14116523767707245,-0.823536890673585,-0.8378858041574083,-0.08491823227819599,-0.7682650336491917
275,2019.0,38.0,0.9271665311667014,Tyler Rogers,Giants,28.0,16.0,1.02,0.872093023255814,0.0,2.0,-0.670078452962109,-1.0944321980824636,-1.030434941299685,-0.2768052875366609,-0.25081686771667727
276,2019.0,51.0,0.9246717277540788,Keone Kela,Pirates,26.0,33.0,2.12,1.0273972602739727,1.0,2.0,-0.35664339066969797,-0.8259773889385299,-0.7910728294801204,-0.08491823227819599,-0.25081686771667727
277,2019.0,122.0,0.9142307553195128,Nick Pivetta,Phillies,26.0,89.0,5.38,1.5236051502145922,1.0,4.0,0.6758485792347148,-0.030374954566507996,-0.02629415558064868,-0.08491823227819599,0.26663129821583725
278,2019.0,123.0,0.9087136073486617,Elieser Hernandez,Marlins,24.0,85.0,5.03,1.2423873325213155,0.0,3.0,0.602099152812971,-0.11579239383957775,-0.4597201329831938,-0.2768052875366609,0.007907215249580005
279,2019.0,128.0,0.9023970421321896,Josh Tomlin,Braves,34.0,51.0,3.74,1.1251580278128952,2.0,2.0,-0.02477097177185103,-0.43061667001746373,-0.6403993886229854,0.10696882298026894,-0.25081686771667727
280,2019.0,58.0,0.9018620305037683,Jose Urena,Marlins,27.0,62.0,5.21,1.484560570071259,3.0,4.0,0.17803995088794433,-0.07186342507057047,-0.08647147809068251,0.29885587823873383,0.26663129821583725
281,2019.0,96.0,0.8918436234486673,Rowan Wick,Cubs,26.0,35.0,2.43,1.148036253776435,2.0,2.0,-0.3197686774588261,-0.7503219427252394,-0.6051384029186624,0.10696882298026894,-0.25081686771667727
282,2019.0,70.0,0.8645656669068813,Evan Marshall,White Sox,29.0,41.0,2.49,1.3147410358565736,0.0,4.0,-0.20914453782621045,-0.7356789531355703,-0.3482052409183451,-0.2768052875366609,0.26663129821583725
283,2019.0,127.0,0.8548071716052295,Javy Guerra,- - -,33.0,57.0,4.66,1.25,2.0,3.0,0.08585316786076462,-0.20609082964253733,-0.4479871358720784,0.10696882298026894,0.007907215249580005
284,2019.0,21.0,0.8498518840640454,Art Warren,Mariners,26.0,5.0,0.0,0.7843137254901962,0.0,1.0,-0.8728893756219043,-1.3433630211068386,-1.1657244767987065,-0.2768052875366609,-0.5095409506829345
285,2019.0,100.0,0.8257162017600457,Kyle Ryan,Cubs,27.0,58.0,3.54,1.3770491803278688,0.0,4.0,0.10429052446620056,-0.4794266353163608,-0.2521730312983081,-0.2768052875366609,0.26663129821583725
286,2019.0,122.0,0.8151936292599047,Tyler Webb,Cardinals,28.0,48.0,3.76,1.018181818181818,1.0,2.0,-0.08008304158815885,-0.42573567348757413,-0.8052760973553628,-0.08491823227819599,-0.25081686771667727
287,2019.0,128.0,0.8126722745743142,Carlos Estevez,Rockies,26.0,81.0,3.75,1.2916666666666667,0.0,2.0,0.5283497263912272,-0.42817617175251893,-0.3837685316839063,-0.2768052875366609,-0.25081686771667727
288,2019.0,66.0,0.8043543392017518,Anthony Swarzak,- - -,33.0,52.0,4.56,1.487758945386064,4.0,3.0,-0.006333615166415088,-0.23049581229198599,-0.08154199332940207,0.49074293349719883,0.007907215249580005
289,2019.0,75.0,0.8011618528422337,J.B. Wendelken,Athletics,26.0,34.0,3.58,0.9316770186335402,0.0,3.0,-0.33820603406426203,-0.4696646422565814,-0.9386013169369951,-0.2768052875366609,0.007907215249580005
290,2019.0,104.0,0.7939346900274828,Josh Taylor,Red Sox,26.0,62.0,3.04,1.1889596602972399,0.0,2.0,0.17803995088794433,-0.6014515485636035,-0.5420653458292731,-0.2768052875366609,-0.25081686771667727
291,2019.0,146.0,0.779914117622523,Luis Cessa,Yankees,27.0,75.0,4.11,1.308641975308642,1.0,2.0,0.41772558675861154,-0.3403182342145042,-0.3576053966442807,-0.08491823227819599,-0.25081686771667727
292,2019.0,98.0,0.7646737900180076,Jesse Chavez,Rangers,35.0,72.0,4.85,1.3333333333333333,1.0,3.0,0.3624135169423037,-0.15972136260858524,-0.3195499274957345,-0.08491823227819599,0.007907215249580005
293,2019.0,79.0,0.7587364541363055,Rafael Montero,Rangers,28.0,34.0,2.48,0.9655172413793104,0.0,2.0,-0.33820603406426203,-0.7381194514005153,-0.8864451920533906,-0.2768052875366609,-0.25081686771667727
294,2019.0,60.0,0.7393610988729914,Dylan Floro,Dodgers,28.0,42.0,4.24,1.2987012987012987,0.0,5.0,-0.1907071812207745,-0.3085917567702211,-0.3729264296781111,-0.2768052875366609,0.5253553811820946
295,2019.0,76.0,0.6979608446075238,Randy Dobnak,Twins,24.0,23.0,1.59,1.1387900355871885,1.0,2.0,-0.5410169567240574,-0.9553237969806071,-0.6193891043458473,-0.08491823227819599,-0.25081686771667727
296,2019.0,92.0,0.6481999926053462,Zack Godley,- - -,29.0,70.0,5.97,1.5,2.0,4.0,0.32553880373143185,0.11361444306523827,-0.06267551074304643,0.10696882298026894,0.26663129821583725
297,2019.0,41.0,0.6438909059155397,Craig Kimbrel,Cubs,31.0,30.0,6.53,1.6336633663366338,13.0,0.0,-0.4119554604860058,0.25028234590215015,0.1433326848704956,2.217726430823383,-0.7682650336491917
298,2019.0,88.0,0.6269299568572375,David Hale,Yankees,31.0,23.0,3.11,1.2365591397849462,2.0,3.0,-0.5410169567240574,-0.5843680607089895,-0.46870281464245644,0.10696882298026894,0.007907215249580005
299,2019.0,83.0,0.6018018252198557,Jose Alvarez,Phillies,30.0,51.0,3.36,1.423728813559322,1.0,3.0,-0.02477097177185103,-0.5233556040853682,-0.1802282099349545,-0.08491823227819599,0.007907215249580005
300,2019.0,60.0,0.5927111007763073,Yoan Lopez,Diamondbacks,26.0,42.0,3.41,1.1461794019933553,1.0,2.0,-0.1907071812207745,-0.5111531127606439,-0.6080002692313111,-0.08491823227819599,-0.25081686771667727
301,2019.0,100.0,0.5899471248979729,Austin Voth,Nationals,27.0,44.0,3.3,1.0648148148148147,0.0,2.0,-0.1538324680099026,-0.5379985936750373,-0.7334031544861763,-0.2768052875366609,-0.25081686771667727
302,2019.0,25.0,0.5863353791087338,Wade Davis,Rockies,33.0,42.0,8.65,1.895734597156398,15.0,1.0,-0.1907071812207745,0.767667978070459,0.5472490522574115,2.601500541340313,-0.5095409506829345
303,2019.0,100.0,0.5700769529091702,Ryne Stanek,- - -,27.0,89.0,3.97,1.2987012987012987,1.0,0.0,0.6758485792347148,-0.37448520992373213,-0.3729264296781111,-0.08491823227819599,-0.7682650336491917
304,2019.0,57.0,0.5698728452337283,Sam Coonrod,Giants,26.0,20.0,3.58,1.25,0.0,5.0,-0.5963290265403652,-0.4696646422565814,-0.4479871358720784,-0.2768052875366609,0.5253553811820946
305,2019.0,90.0,0.5499046315079759,Daniel Mengden,Athletics,26.0,42.0,4.83,1.4527027027027026,1.0,5.0,-0.1907071812207745,-0.16460235913847485,-0.1355723046863769,-0.08491823227819599,0.5253553811820946
306,2019.0,93.0,0.5482133064468769,Nick Goody,Indians,27.0,50.0,3.54,1.2935323383084576,0.0,3.0,-0.04320832837728697,-0.4794266353163608,-0.38089307179488396,-0.2768052875366609,0.007907215249580005
307,2019.0,84.0,0.5202824996133231,Tim Hill,Royals,29.0,39.0,3.63,1.1224489795918366,1.0,2.0,-0.24601925103708233,-0.4574621509318572,-0.6445746997134214,-0.08491823227819599,-0.25081686771667727
308,2019.0,74.0,0.5177426108060295,Hector Rondon,Astros,31.0,48.0,3.71,1.2624584717607972,0.0,3.0,-0.08008304158815885,-0.43793816481229836,-0.42878555986897077,-0.2768052875366609,0.007907215249580005
309,2019.0,70.0,0.5123470065481619,Trevor Cahill,Angels,31.0,81.0,5.98,1.4691478942213516,0.0,4.0,0.5283497263912272,0.11605494133018329,-0.11022621080794166,-0.2768052875366609,0.26663129821583725
310,2019.0,64.0,0.5069312393408438,Austin Adams,- - -,28.0,53.0,3.94,1.125,0.0,2.0,0.012103741439020854,-0.38180670471856676,-0.6406429484365944,-0.2768052875366609,-0.25081686771667727
311,2019.0,51.0,0.5057900925647703,Emmanuel Clase,Rangers,21.0,21.0,2.31,1.1255411255411254,1.0,2.0,-0.5778916699349292,-0.7796079219045777,-0.6398089405899949,-0.08491823227819599,-0.25081686771667727
312,2019.0,69.0,0.4945172182389124,Andrew Chafin,Diamondbacks,29.0,68.0,3.76,1.3409961685823755,0.0,2.0,0.28866409052055997,-0.42573567348757413,-0.3077396094841166,-0.2768052875366609,-0.25081686771667727
313,2019.0,91.0,0.4917853803868631,Nestor Cortes,Yankees,24.0,69.0,5.67,1.555891238670695,0.0,5.0,0.3071014471259959,0.04039949511689273,0.02346666526767376,-0.2768052875366609,0.5253553811820946
314,2019.0,39.0,0.47358864482016444,Adam Morgan,Phillies,29.0,29.0,3.94,1.0273972602739727,0.0,3.0,-0.4303928170914417,-0.38180670471856676,-0.7910728294801204,-0.2768052875366609,0.007907215249580005
315,2019.0,62.0,0.4725714274819372,Jhoulys Chacin,- - -,31.0,101.0,6.01,1.5615906886517945,0.0,3.0,0.897096858499946,0.12337643612501768,0.032250922605910254,-0.2768052875366609,0.007907215249580005
316,2019.0,39.0,0.4699279919095527,Luke Farrell,Rangers,28.0,12.0,2.7,0.6870229007633588,0.0,1.0,-0.7438278793838528,-0.6844284895717284,-1.3156736199412724,-0.2768052875366609,-0.5095409506829345
317,2019.0,89.0,0.4634839783135215,Alec Mills,Cubs,27.0,42.0,2.75,1.1666666666666667,1.0,1.0,-0.1907071812207745,-0.6722259982470042,-0.5764243442484223,-0.08491823227819599,-0.5095409506829345
318,2019.0,58.0,0.4532214028894319,Joe Smith,Astros,35.0,22.0,1.8,0.96,0.0,1.0,-0.5594543133294934,-0.9040733334167652,-0.8949486210217555,-0.2768052875366609,-0.5095409506829345
319,2019.0,79.0,0.452113577969222,Richard Bleier,Orioles,32.0,30.0,5.37,1.32486388384755,4.0,3.0,-0.4119554604860058,-0.0328154528314528,-0.3326034368769962,0.49074293349719883,0.007907215249580005
320,2019.0,85.0,0.44370161856675133,Glenn Sparkman,Royals,27.0,81.0,6.02,1.5073529411764706,0.0,4.0,0.5283497263912272,0.1258169343899625,-0.051342815886310234,-0.2768052875366609,0.26663129821583725
321,2019.0,94.0,0.4385490624459511,Shaun Anderson,Giants,24.0,70.0,5.44,1.5520833333333333,2.0,3.0,0.32553880373143185,-0.01573196497683876,0.01759774449216845,0.10696882298026894,0.007907215249580005
322,2019.0,77.0,0.4372703933554869,Dylan Cease,White Sox,23.0,81.0,5.79,1.547945205479452,0.0,4.0,0.5283497263912272,0.069685474296231,0.011219869418685682,-0.2768052875366609,0.26663129821583725
323,2019.0,37.0,0.4137985722445759,Oliver Perez,Indians,37.0,48.0,3.98,1.243781094527363,1.0,2.0,-0.08008304158815885,-0.37204471165878733,-0.45757200216882066,-0.08491823227819599,-0.25081686771667727
324,2019.0,99.0,0.40072575458570275,Luis Perdomo,Padres,26.0,55.0,4.0,1.2083333333333333,0.0,2.0,0.048978454649892735,-0.3671637151288976,-0.5122057400602505,-0.2768052875366609,-0.25081686771667727
325,2019.0,69.0,0.3923612607510811,Tanner Rainey,Nationals,26.0,74.0,3.91,1.4553014553014552,0.0,2.0,0.3992882301531756,-0.3891281995134013,-0.1315669863378424,-0.2768052875366609,-0.25081686771667727
326,2019.0,91.0,0.37956766970375444,Derek Law,Blue Jays,28.0,67.0,4.9,1.6777408637873754,5.0,1.0,0.27022673391512403,-0.14751887128386082,0.21126697356795968,0.6826299887556637,-0.5095409506829345
327,2019.0,29.0,0.37793738695762846,Bryan Abreu,Astros,22.0,13.0,1.04,0.853658536585366,0.0,0.0,-0.7253905227784168,-1.089551201552574,-1.058847029369324,-0.2768052875366609,-0.7682650336491917
328,2019.0,36.0,0.37259970778995277,Luis Severino,Yankees,25.0,17.0,1.5,1.0,0.0,1.0,-0.651641096356673,-0.9772882813651108,-0.8332987610011103,-0.2768052875366609,-0.5095409506829345
329,2019.0,97.0,0.3636174599323379,Chris Devenski,Astros,28.0,72.0,4.83,1.3043478260869565,0.0,2.0,0.3624135169423037,-0.16460235913847485,-0.36422373910489747,-0.2768052875366609,-0.25081686771667727
330,2019.0,95.0,0.3613629997334666,Lucas Sims,Reds,25.0,57.0,4.6,1.1627906976744187,0.0,2.0,0.08585316786076462,-0.22073381923220656,-0.5823981678938336,-0.2768052875366609,-0.25081686771667727
331,2019.0,71.0,0.356353593672508,Luke Bard,Angels,28.0,40.0,4.78,1.1020408163265305,0.0,3.0,-0.2275818944316464,-0.17680485046319908,-0.6760287099280362,-0.2768052875366609,0.007907215249580005
332,2019.0,51.0,0.3396969763660132,Brandon Brennan,Mariners,27.0,47.0,4.56,1.2314225053078556,0.0,3.0,-0.09852039819359479,-0.23049581229198599,-0.4766196345547029,-0.2768052875366609,0.007907215249580005
333,2019.0,46.0,0.3343919867077122,Bryan Shaw,Rockies,31.0,58.0,5.38,1.3611111111111112,1.0,3.0,0.10429052446620056,-0.030374954566507996,-0.2767375247036197,-0.08491823227819599,0.007907215249580005
334,2019.0,82.0,0.3331991805029646,Joe Biagini,- - -,29.0,60.0,4.59,1.510903426791277,1.0,3.0,0.14116523767707245,-0.22317431749715136,-0.045870642357356814,-0.08491823227819599,0.007907215249580005
335,2019.0,91.0,0.32929544453710613,Miguel Castro,Orioles,24.0,71.0,4.66,1.4227086183310536,2.0,1.0,0.3439761603368678,-0.20609082964253733,-0.18180058226036652,0.10696882298026894,-0.5095409506829345
336,2019.0,53.0,0.3274150601300529,Jaime Barria,Angels,22.0,75.0,6.42,1.4476885644768855,0.0,4.0,0.41772558675861154,0.22343686498775667,-0.14330032768002166,-0.2768052875366609,0.26663129821583725
337,2019.0,10.0,0.30841971434909954,Aaron Loup,Padres,31.0,5.0,0.0,0.9677419354838709,0.0,0.0,-0.8728893756219043,-1.3433630211068386,-0.8830163900500179,-0.2768052875366609,-0.7682650336491917
338,2019.0,87.0,0.30709540552427167,Jose Urquidy,Astros,24.0,40.0,3.95,1.0975609756097562,0.0,2.0,-0.2275818944316464,-0.37936620645362185,-0.6829332487556343,-0.2768052875366609,-0.25081686771667727
339,2019.0,2.0,0.3066286205017511,Kyle Farmer,Reds,28.0,0.0,0.0,0.9090909090909091,0.0,0.0,-0.965076158649084,-1.3433630211068386,-0.9734120792298493,-0.2768052875366609,-0.7682650336491917
340,2019.0,2.0,0.3066286205017511,Jose Peraza,Reds,25.0,0.0,0.0,0.9090909090909091,0.0,0.0,-0.965076158649084,-1.3433630211068386,-0.9734120792298493,-0.2768052875366609,-0.7682650336491917
341,2019.0,78.0,0.29564774467461397,Jimmy Cordero,- - -,27.0,31.0,2.89,0.9973045822102425,0.0,1.0,-0.39351810388056985,-0.6380590225377762,-0.8374530642370029,-0.2768052875366609,-0.5095409506829345
342,2019.0,54.0,0.28811380978382567,Jason Adam,Blue Jays,27.0,18.0,2.91,1.179245283018868,0.0,3.0,-0.6332037397512371,-0.6331780260078865,-0.5570375958142572,-0.2768052875366609,0.007907215249580005
343,2019.0,51.0,0.2845508141522998,Jonathan Holder,Yankees,26.0,46.0,6.31,1.313868613138686,0.0,5.0,-0.11695775479903074,0.1965913840733632,-0.3495498593792601,-0.2768052875366609,0.5253553811820946
344,2019.0,66.0,0.2837825856159035,Jeff Brigham,Marlins,27.0,39.0,4.46,1.3123359580052494,1.0,3.0,-0.24601925103708233,-0.2549007949414344,-0.35191205874016745,-0.08491823227819599,0.007907215249580005
345,2019.0,53.0,0.282520203910255,Sam Tuivailala,Mariners,26.0,27.0,2.35,1.0434782608695652,0.0,1.0,-0.4672675303023136,-0.7698459288447983,-0.7662880435873657,-0.2768052875366609,-0.5095409506829345
346,2019.0,44.0,0.26565272576815824,Brad Brach,- - -,33.0,60.0,5.47,1.6266173752310535,0.0,5.0,0.14116523767707245,-0.00841047018200436,0.13247307573635228,-0.2768052875366609,0.5253553811820946
347,2019.0,53.0,0.26441360946059617,Robert Gsellman,Mets,25.0,60.0,4.66,1.3765822784810127,1.0,2.0,0.14116523767707245,-0.20609082964253733,-0.25289264213585966,-0.08491823227819599,-0.25081686771667727
348,2019.0,48.0,0.25944317303363323,Kevin McCarthy,Royals,27.0,38.0,4.48,1.480865224625624,1.0,4.0,-0.26445660764251827,-0.2500197984115446,-0.09216691632696565,-0.08491823227819599,0.26663129821583725
349,2019.0,17.0,0.23399566413841588,James Karinchak,Indians,23.0,8.0,1.69,0.7843137254901962,0.0,0.0,-0.8175773058055965,-0.9309188143311585,-1.1657244767987065,-0.2768052875366609,-0.7682650336491917
350,2019.0,59.0,0.2333088805976845,Trey Wingenter,Padres,25.0,72.0,5.65,1.2156862745098038,1.0,1.0,0.3624135169423037,0.035518498587003136,-0.5008730452035143,-0.08491823227819599,-0.5095409506829345
351,2019.0,89.0,0.2255356114118512,Devin Smeltzer,Twins,23.0,38.0,3.86,1.2653061224489797,1.0,2.0,-0.26445660764251827,-0.4013306908381256,-0.4243966282111171,-0.08491823227819599,-0.25081686771667727
352,2019.0,50.0,0.2168083982360371,Dustin May,Dodgers,21.0,32.0,3.63,1.111111111111111,0.0,2.0,-0.3750807472751339,-0.4574621509318572,-0.662049149832652,-0.2768052875366609,-0.25081686771667727
353,2019.0,82.0,0.2118354059037022,Heath Hembree,Red Sox,30.0,46.0,3.86,1.3265306122448979,2.0,1.0,-0.11695775479903074,-0.4013306908381256,-0.3300345975672728,0.10696882298026894,-0.5095409506829345
354,2019.0,73.0,0.20651341897683384,Jerad Eickhoff,Phillies,28.0,51.0,5.71,1.308089500860585,1.0,3.0,-0.02477097177185103,0.05016148817667215,-0.35845689595397306,-0.08491823227819599,0.007907215249580005
355,2019.0,14.0,0.19712095092754411,Darren O'Day,Braves,36.0,6.0,1.69,0.7843137254901962,0.0,0.0,-0.8544520190164684,-0.9309188143311585,-1.1657244767987065,-0.2768052875366609,-0.7682650336491917
356,2019.0,92.0,0.1944154773954223,Austin Pruitt,Rays,29.0,39.0,4.4,1.2553191489361701,0.0,3.0,-0.24601925103708233,-0.26954378453110345,-0.4397890161884821,-0.2768052875366609,0.007907215249580005
357,2019.0,38.0,0.19441512147401652,Jeremy Jeffress,Brewers,31.0,46.0,5.02,1.3653846153846154,1.0,3.0,-0.11695775479903074,-0.11823289210452277,-0.27015100119714053,-0.08491823227819599,0.007907215249580005
358,2019.0,58.0,0.19281646926073637,Jake Diekman,- - -,32.0,84.0,4.65,1.4193548387096775,0.0,1.0,0.583661796207535,-0.20853132790748213,-0.1869695833653147,-0.2768052875366609,-0.5095409506829345
359,2019.0,65.0,0.19189676194982058,Dario Agrazal,Pirates,24.0,41.0,4.91,1.3679890560875514,0.0,4.0,-0.20914453782621045,-0.14507837301891602,-0.26613691607793866,-0.2768052875366609,0.26663129821583725
360,2019.0,5.0,0.18495265887844814,Michael King,Yankees,24.0,1.0,0.0,1.0,0.0,0.0,-0.9466388020436481,-1.3433630211068386,-0.8332987610011103,-0.2768052875366609,-0.7682650336491917
361,2019.0,3.0,0.18495265887844814,Taijuan Walker,Diamondbacks,26.0,1.0,0.0,1.0,0.0,0.0,-0.9466388020436481,-1.3433630211068386,-0.8332987610011103,-0.2768052875366609,-0.7682650336491917
362,2019.0,91.0,0.16807052243647969,Hunter Wood,- - -,25.0,39.0,2.98,1.286031042128603,1.0,1.0,-0.24601925103708233,-0.6160945381532726,-0.39245441828141986,-0.08491823227819599,-0.5095409506829345
363,2019.0,2.0,0.16651530227301226,Ian Desmond,Rockies,33.0,0.0,0.0,1.0,0.0,0.0,-0.965076158649084,-1.3433630211068386,-0.8332987610011103,-0.2768052875366609,-0.7682650336491917
364,2019.0,2.0,0.16651530227301226,Daniel Robertson,Rays,25.0,0.0,0.0,1.0,0.0,0.0,-0.965076158649084,-1.3433630211068386,-0.8332987610011103,-0.2768052875366609,-0.7682650336491917
365,2019.0,70.0,0.15335166566438785,Tyler Kinley,Marlins,28.0,46.0,3.65,1.6089613034623218,1.0,3.0,-0.11695775479903074,-0.4525811544019675,0.1052607169099329,-0.08491823227819599,0.007907215249580005
366,2019.0,14.0,0.1490812379432407,Lou Trivino,Athletics,27.0,57.0,5.25,1.5333333333333334,0.0,4.0,0.08585316786076462,-0.062101432010791054,-0.011300627392508674,-0.2768052875366609,0.26663129821583725
367,2019.0,93.0,0.14777449703598006,Erick Fedde,Nationals,26.0,41.0,4.5,1.4615384615384615,0.0,4.0,-0.20914453782621045,-0.245138801881655,-0.12195422230135917,-0.2768052875366609,0.26663129821583725
368,2019.0,63.0,0.14046588782869424,Jace Fry,White Sox,25.0,68.0,4.75,1.5818181818181818,0.0,3.0,0.28866409052055997,-0.18412634525803367,0.06342647566281853,-0.2768052875366609,0.007907215249580005
369,2019.0,22.0,0.13708223700862365,Cole Sulser,Rays,29.0,9.0,0.0,1.1267605633802817,0.0,0.0,-0.7991399492001605,-1.3433630211068386,-0.6379294862877983,-0.2768052875366609,-0.7682650336491917
370,2019.0,77.0,0.13676836365671102,Ryan Helsley,Cardinals,24.0,32.0,2.95,1.2707182320441988,0.0,2.0,-0.3750807472751339,-0.6234160329481071,-0.41605523323707594,-0.2768052875366609,-0.25081686771667727
371,2019.0,72.0,0.11877098849082945,Stefan Crichton,Diamondbacks,27.0,33.0,3.56,1.0299003322259135,0.0,1.0,-0.35664339066969797,-0.4745456387864711,-0.7872149785936516,-0.2768052875366609,-0.5095409506829345
372,2019.0,49.0,0.1047486558311241,Matt Wisler,- - -,26.0,63.0,5.61,1.4090019569471623,0.0,3.0,0.19647730749338027,0.025756505527223715,-0.2029259261520484,-0.2768052875366609,0.007907215249580005
373,2019.0,73.0,0.10117787989912186,Erik Swanson,Mariners,25.0,52.0,5.74,1.1724137931034482,2.0,1.0,-0.006333615166415088,0.05748298297150677,-0.5675666057397092,0.10696882298026894,-0.5095409506829345
374,2019.0,34.0,0.07913541311366179,David Phelps,- - -,32.0,36.0,3.41,1.407624633431085,1.0,2.0,-0.30133132085339015,-0.5111531127606439,-0.20504872120128131,-0.08491823227819599,-0.25081686771667727
375,2019.0,75.0,0.069681039940312,Luis Garcia,Angels,32.0,57.0,4.35,1.5161290322580645,1.0,2.0,0.08585316786076462,-0.28174627585582784,-0.03781669621859277,-0.08491823227819599,-0.25081686771667727
376,2019.0,78.0,0.06763632645045142,Dillon Peters,Angels,26.0,55.0,5.38,1.5416666666666667,0.0,4.0,0.048978454649892735,-0.030374954566507996,0.0015430934451256793,-0.2768052875366609,0.26663129821583725
377,2019.0,80.0,0.05967271666631113,Austin Brice,Marlins,27.0,46.0,3.43,1.244343891402715,0.0,1.0,-0.11695775479903074,-0.5062721162307542,-0.4567045934541831,-0.2768052875366609,-0.5095409506829345
378,2019.0,52.0,0.05835913086616014,Mike Montgomery,- - -,29.0,69.0,4.95,1.6153846153846154,0.0,3.0,0.3071014471259959,-0.1353163799591366,0.11516062393189146,-0.2768052875366609,0.007907215249580005
