Rank,Season_bat,Total_Points,Name_bat,Team_bat,Age_bat,Points_bat,G_bat,PA_bat,AB_bat,AVG_bat,H_bat,1B_bat,2B_bat,3B_bat,HR_bat,R_bat,RBI_bat,BB_bat,IBB_bat,SO_bat,HBP_bat,SB_bat,CS_bat,Pitches_bat,Season_pit,Name_pit,Team_pit,Age_pit,Points_pit,W_pit,L_pit,ERA_pit,ER_pit,WAR_pit,G_pit,GS_pit,CG_pit,ShO_pit,SV_pit,BS_pit,IP_pit,H_pit,R_pit,HR_pit,BB_pit,IBB_pit,HBP_pit,BK_pit,SO_pit,TBF_pit,Pitches_pit
318,2003.0,212.0,Eddie Perez,Brewers,35.0,212.0,107.0,375.0,350.0,0.271,95.0,66.0,17.0,1.0,11.0,26.0,45.0,17.0,3.0,47.0,0.0,0.0,1.0,1310.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,2003.0,211.6,Braden Looper,Marlins,28.0,2.0,74.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2003.0,Braden Looper,Marlins,28.0,209.6,6.0,4.0,3.68,33.0,1.2,74.0,0.0,0.0,0.0,28.0,6.0,80.2,82.0,34.0,4.0,29.0,1.0,1.0,0.0,56.0,347.0,1352.0
320,2003.0,211.59999999999997,Jason Johnson,Orioles,29.0,0.0,32.0,6.0,5.0,0.2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,22.0,2003.0,Jason Johnson,Orioles,29.0,211.59999999999997,10.0,10.0,4.18,88.0,2.1,32.0,32.0,0.0,0.0,0.0,0.0,189.2,216.0,100.0,22.0,80.0,8.0,10.0,0.0,118.0,858.0,3237.0
321,2003.0,211.0,Eduardo Perez,Cardinals,33.0,211.0,105.0,289.0,253.0,0.285,72.0,45.0,16.0,0.0,11.0,47.0,41.0,29.0,1.0,53.0,4.0,5.0,2.0,1093.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,2003.0,211.0,Randy Johnson,Diamondbacks,39.0,0.0,18.0,38.0,36.0,0.194,7.0,6.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,17.0,0.0,0.0,0.0,153.0,2003.0,Randy Johnson,Diamondbacks,39.0,211.0,6.0,8.0,4.26,54.0,2.4,18.0,18.0,1.0,1.0,0.0,0.0,114.0,125.0,61.0,16.0,27.0,3.0,8.0,1.0,125.0,489.0,1809.0
323,0.0,210.6,Damaso Marte,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Damaso Marte,White Sox,28.0,210.6,4.0,2.0,1.58,14.0,2.5,71.0,0.0,0.0,0.0,11.0,7.0,79.2,50.0,16.0,3.0,34.0,6.0,3.0,0.0,87.0,314.0,1277.0
324,2003.0,210.59999999999997,John Burkett,Red Sox,38.0,0.0,32.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2003.0,John Burkett,Red Sox,38.0,210.59999999999997,12.0,9.0,5.15,104.0,2.7,32.0,30.0,1.0,0.0,0.0,0.0,181.2,202.0,108.0,20.0,47.0,1.0,9.0,0.0,107.0,785.0,2882.0
325,2003.0,210.0,Ricky Ledee,Phillies,29.0,210.0,121.0,291.0,255.0,0.247,63.0,33.0,15.0,2.0,13.0,37.0,46.0,34.0,5.0,59.0,0.0,0.0,0.0,1159.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,0.0,210.0,Shigetoshi Hasegawa,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Shigetoshi Hasegawa,Mariners,34.0,210.0,2.0,4.0,1.48,12.0,0.7,63.0,0.0,0.0,0.0,16.0,1.0,73.0,62.0,12.0,5.0,18.0,3.0,0.0,0.0,32.0,283.0,1101.0
327,0.0,209.6,Julio Mateo,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Julio Mateo,Mariners,25.0,209.6,4.0,0.0,3.15,30.0,0.5,50.0,0.0,0.0,0.0,1.0,0.0,85.2,69.0,32.0,14.0,13.0,1.0,5.0,1.0,71.0,338.0,1206.0
328,2003.0,209.0,Ramon Vazquez,Padres,26.0,209.0,116.0,484.0,422.0,0.261,110.0,86.0,17.0,4.0,3.0,56.0,30.0,52.0,2.0,88.0,2.0,10.0,3.0,1840.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,2003.0,209.0,Mike Bordick,Blue Jays,37.0,209.0,102.0,379.0,343.0,0.274,94.0,69.0,18.0,2.0,5.0,39.0,54.0,33.0,0.0,60.0,2.0,3.0,1.0,1488.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,0.0,208.0,Francisco Rodriguez,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Francisco Rodriguez,Angels,21.0,208.0,8.0,3.0,3.03,29.0,0.6,59.0,0.0,0.0,0.0,2.0,4.0,86.0,50.0,30.0,12.0,35.0,5.0,2.0,0.0,95.0,334.0,1282.0
331,2003.0,207.0,Ruben Sierra,- - -,37.0,207.0,106.0,336.0,307.0,0.27,83.0,56.0,17.0,1.0,9.0,33.0,43.0,27.0,3.0,47.0,0.0,2.0,1.0,1181.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,2003.0,206.0,Xavier Nady,Padres,24.0,206.0,110.0,404.0,371.0,0.267,99.0,72.0,17.0,1.0,9.0,50.0,39.0,24.0,0.0,74.0,6.0,6.0,2.0,1453.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,2003.0,204.29999999999995,Darren Oliver,Rockies,32.0,25.0,35.0,73.0,67.0,0.254,17.0,13.0,3.0,0.0,1.0,6.0,8.0,3.0,0.0,17.0,1.0,0.0,0.0,245.0,2003.0,Darren Oliver,Rockies,32.0,179.29999999999995,13.0,11.0,5.04,101.0,2.2,33.0,32.0,1.0,0.0,0.0,0.0,180.1,201.0,108.0,21.0,61.0,3.0,8.0,0.0,88.0,786.0,2747.0
334,2003.0,204.0,Jolbert Cabrera,Dodgers,30.0,204.0,128.0,380.0,347.0,0.282,98.0,58.0,32.0,2.0,6.0,43.0,37.0,17.0,3.0,62.0,10.0,6.0,4.0,1353.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,2003.0,204.0,Brady Clark,Brewers,30.0,204.0,128.0,356.0,315.0,0.273,86.0,58.0,21.0,1.0,6.0,33.0,40.0,21.0,0.0,40.0,9.0,13.0,2.0,1445.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,2003.0,204.0,Alex Cora,Dodgers,27.0,204.0,148.0,514.0,477.0,0.249,119.0,88.0,24.0,3.0,4.0,39.0,34.0,16.0,3.0,59.0,10.0,4.0,2.0,1845.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,2003.0,204.0,Mike Piazza,Mets,34.0,204.0,68.0,273.0,234.0,0.28600000000000003,67.0,43.0,13.0,0.0,11.0,37.0,34.0,35.0,3.0,40.0,1.0,0.0,0.0,961.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,2003.0,203.59999999999997,Matt Kinney,Brewers,26.0,-19.0,33.0,62.0,55.0,0.036000000000000004,2.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,27.0,0.0,0.0,0.0,218.0,2003.0,Matt Kinney,Brewers,26.0,222.59999999999997,10.0,13.0,5.19,110.0,2.1,33.0,31.0,1.0,0.0,0.0,0.0,190.2,201.0,121.0,27.0,80.0,4.0,6.0,2.0,152.0,847.0,3163.0
339,2003.0,201.0,Larry Bigbie,Orioles,25.0,201.0,83.0,319.0,287.0,0.303,87.0,62.0,15.0,1.0,9.0,43.0,31.0,29.0,3.0,60.0,0.0,7.0,1.0,1154.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,2003.0,201.0,Chris Woodward,Blue Jays,27.0,201.0,104.0,386.0,349.0,0.261,91.0,60.0,22.0,2.0,7.0,49.0,45.0,28.0,0.0,72.0,3.0,1.0,2.0,1504.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,2003.0,200.0,Todd Zeile,- - -,37.0,200.0,100.0,341.0,299.0,0.227,68.0,45.0,10.0,2.0,11.0,40.0,42.0,34.0,0.0,54.0,3.0,1.0,0.0,1478.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,0.0,199.3,Troy Percival,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Troy Percival,Angels,33.0,199.3,0.0,5.0,3.47,19.0,0.2,52.0,0.0,0.0,0.0,33.0,4.0,49.1,33.0,22.0,7.0,23.0,1.0,3.0,0.0,48.0,206.0,923.0
343,2003.0,199.0,Warren Morris,Tigers,29.0,199.0,97.0,377.0,346.0,0.272,94.0,73.0,13.0,2.0,6.0,37.0,37.0,23.0,1.0,42.0,1.0,4.0,2.0,1264.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,2003.0,198.0,Shawn Chacon,Rockies,25.0,9.0,23.0,48.0,46.0,0.196,9.0,6.0,2.0,0.0,1.0,4.0,5.0,0.0,0.0,16.0,0.0,0.0,0.0,160.0,2003.0,Shawn Chacon,Rockies,25.0,189.0,11.0,8.0,4.6,70.0,2.2,23.0,23.0,0.0,0.0,0.0,0.0,137.0,124.0,73.0,12.0,58.0,4.0,12.0,0.0,93.0,596.0,2205.0
345,2003.0,198.0,Brian Schneider,Expos,26.0,198.0,108.0,377.0,335.0,0.23,77.0,41.0,26.0,1.0,9.0,34.0,46.0,37.0,8.0,75.0,2.0,0.0,2.0,1420.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,2003.0,197.6,Jeriome Robertson,Astros,26.0,4.0,33.0,58.0,52.0,0.154,8.0,7.0,0.0,1.0,0.0,4.0,3.0,1.0,0.0,14.0,0.0,0.0,0.0,197.0,2003.0,Jeriome Robertson,Astros,26.0,193.6,15.0,9.0,5.1,91.0,1.0,32.0,31.0,0.0,0.0,0.0,0.0,160.2,180.0,98.0,23.0,64.0,8.0,6.0,2.0,99.0,711.0,2598.0
347,2003.0,197.0,Joe Nathan,Giants,28.0,-1.0,78.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,2003.0,Joe Nathan,Giants,28.0,198.0,12.0,4.0,2.96,26.0,1.2,78.0,0.0,0.0,0.0,0.0,3.0,79.0,51.0,26.0,7.0,33.0,3.0,3.0,1.0,83.0,316.0,1295.0
348,2003.0,197.0,Timo Perez,Mets,28.0,197.0,127.0,382.0,346.0,0.269,93.0,68.0,21.0,0.0,4.0,32.0,42.0,18.0,1.0,29.0,2.0,5.0,6.0,1320.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,2003.0,195.3,Jose Valverde,Diamondbacks,25.0,3.0,54.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2003.0,Jose Valverde,Diamondbacks,25.0,192.3,2.0,1.0,2.15,12.0,1.1,54.0,0.0,0.0,0.0,10.0,1.0,50.1,24.0,16.0,4.0,26.0,2.0,2.0,0.0,71.0,204.0,857.0
350,2003.0,195.0,Jose Reyes,Mets,20.0,195.0,69.0,292.0,274.0,0.307,84.0,63.0,12.0,4.0,5.0,47.0,32.0,13.0,0.0,36.0,0.0,13.0,3.0,999.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,2003.0,195.0,Juan Uribe,Rockies,24.0,195.0,87.0,343.0,316.0,0.253,80.0,48.0,19.0,3.0,10.0,45.0,33.0,17.0,0.0,60.0,3.0,7.0,2.0,1347.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,2003.0,194.0,Fred McGriff,Dodgers,39.0,194.0,86.0,329.0,297.0,0.249,74.0,47.0,14.0,0.0,13.0,32.0,40.0,31.0,4.0,66.0,1.0,0.0,0.0,1246.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,0.0,193.3,Rod Beck,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Rod Beck,Padres,34.0,193.3,3.0,2.0,1.78,7.0,0.4,36.0,0.0,0.0,0.0,20.0,0.0,35.1,25.0,7.0,4.0,11.0,2.0,1.0,0.0,32.0,140.0,540.0
354,2003.0,192.59999999999997,Elmer Dessens,Diamondbacks,32.0,11.0,36.0,59.0,46.0,0.196,9.0,7.0,1.0,1.0,0.0,1.0,6.0,3.0,0.0,11.0,0.0,0.0,0.0,180.0,2003.0,Elmer Dessens,Diamondbacks,32.0,181.59999999999997,8.0,8.0,5.07,99.0,2.2,34.0,30.0,0.0,0.0,0.0,0.0,175.2,212.0,107.0,22.0,57.0,6.0,4.0,2.0,113.0,781.0,2907.0
355,2003.0,192.0,Andres Galarraga,Giants,42.0,192.0,110.0,293.0,272.0,0.301,82.0,55.0,15.0,0.0,12.0,36.0,42.0,19.0,1.0,61.0,2.0,1.0,3.0,1031.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,2003.0,192.0,Phil Nevin,Padres,32.0,192.0,59.0,248.0,226.0,0.279,63.0,42.0,8.0,0.0,13.0,30.0,46.0,21.0,1.0,44.0,0.0,2.0,0.0,973.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,2003.0,191.0,Jose Hernandez,- - -,33.0,191.0,150.0,571.0,519.0,0.225,117.0,83.0,18.0,3.0,13.0,58.0,57.0,46.0,0.0,177.0,1.0,2.0,1.0,2251.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,2003.0,191.0,Tony Graffanino,White Sox,31.0,191.0,90.0,281.0,250.0,0.26,65.0,40.0,15.0,3.0,7.0,51.0,23.0,24.0,1.0,37.0,3.0,8.0,0.0,1084.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,2003.0,191.0,Brent Mayne,Royals,35.0,191.0,113.0,414.0,372.0,0.245,91.0,67.0,17.0,1.0,6.0,39.0,36.0,32.0,5.0,59.0,3.0,0.0,2.0,1549.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,2003.0,190.0,Orlando Palmeiro,Cardinals,34.0,190.0,141.0,364.0,317.0,0.271,86.0,69.0,13.0,1.0,3.0,37.0,33.0,32.0,3.0,31.0,2.0,3.0,3.0,1535.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,0.0,189.0,Lance Carter,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Lance Carter,Devil Rays,28.0,189.0,7.0,5.0,4.33,38.0,0.2,62.0,0.0,0.0,0.0,26.0,7.0,79.0,72.0,39.0,12.0,19.0,6.0,4.0,0.0,47.0,328.0,1183.0
362,2003.0,189.0,Pedro Feliz,Giants,28.0,189.0,95.0,249.0,235.0,0.247,58.0,30.0,9.0,3.0,16.0,31.0,48.0,10.0,0.0,53.0,1.0,2.0,2.0,813.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,2003.0,188.0,Travis Hafner,Indians,26.0,188.0,91.0,324.0,291.0,0.254,74.0,38.0,19.0,3.0,14.0,35.0,40.0,22.0,2.0,81.0,10.0,2.0,1.0,1271.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,0.0,188.0,Brendan Donnelly,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Brendan Donnelly,Angels,31.0,188.0,2.0,2.0,1.58,13.0,2.6,63.0,0.0,0.0,0.0,3.0,2.0,74.0,55.0,14.0,2.0,24.0,1.0,4.0,0.0,79.0,307.0,1222.0
365,2003.0,188.0,Brad Fullmer,Angels,28.0,188.0,63.0,235.0,206.0,0.306,63.0,43.0,9.0,2.0,9.0,32.0,35.0,26.0,4.0,31.0,2.0,5.0,4.0,861.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,2003.0,187.29999999999995,Jason Davis,Indians,23.0,-1.0,28.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,2003.0,Jason Davis,Indians,23.0,188.29999999999995,8.0,11.0,4.68,86.0,1.0,27.0,27.0,1.0,0.0,0.0,0.0,165.1,172.0,101.0,25.0,47.0,4.0,8.0,2.0,85.0,696.0,2465.0
367,0.0,187.0,Tom Gordon,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Tom Gordon,White Sox,35.0,187.0,7.0,6.0,3.16,26.0,2.1,66.0,0.0,0.0,0.0,12.0,5.0,74.0,57.0,29.0,4.0,31.0,3.0,4.0,0.0,91.0,310.0,1221.0
368,0.0,184.6,David Riske,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,David Riske,Indians,26.0,184.6,2.0,2.0,2.29,19.0,1.5,68.0,0.0,0.0,0.0,8.0,5.0,74.2,52.0,21.0,9.0,20.0,3.0,3.0,0.0,82.0,293.0,1173.0
369,2003.0,183.29999999999995,Jeff D'Amico,Pirates,27.0,1.0,29.0,63.0,48.0,0.125,6.0,4.0,1.0,0.0,1.0,3.0,3.0,6.0,0.0,23.0,0.0,0.0,0.0,239.0,2003.0,Jeff D'Amico,Pirates,27.0,182.29999999999995,9.0,16.0,4.77,93.0,2.1,29.0,29.0,2.0,1.0,0.0,0.0,175.1,204.0,104.0,23.0,42.0,6.0,7.0,0.0,100.0,765.0,2654.0
370,2003.0,183.0,Damian Rolls,Devil Rays,25.0,183.0,107.0,404.0,373.0,0.255,95.0,68.0,20.0,0.0,7.0,43.0,46.0,19.0,1.0,84.0,7.0,11.0,3.0,1531.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,2003.0,181.0,Ron Calloway,Expos,26.0,181.0,126.0,369.0,340.0,0.238,81.0,54.0,17.0,1.0,9.0,36.0,52.0,20.0,1.0,80.0,2.0,9.0,2.0,1386.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,2003.0,180.0,Oscar Villarreal,Diamondbacks,21.0,-2.0,86.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,2003.0,Oscar Villarreal,Diamondbacks,21.0,182.0,10.0,7.0,2.57,28.0,1.2,86.0,1.0,0.0,0.0,0.0,4.0,98.0,80.0,40.0,6.0,46.0,10.0,3.0,2.0,80.0,422.0,1554.0
373,0.0,179.60000000000005,Aquilino Lopez,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Aquilino Lopez,Blue Jays,28.0,179.60000000000005,1.0,3.0,3.42,28.0,1.0,72.0,0.0,0.0,0.0,14.0,2.0,73.2,58.0,31.0,5.0,34.0,5.0,5.0,1.0,64.0,316.0,1193.0
374,2003.0,179.0,Matt Kata,Diamondbacks,25.0,179.0,78.0,322.0,288.0,0.257,74.0,46.0,16.0,5.0,7.0,42.0,29.0,25.0,0.0,53.0,1.0,3.0,2.0,1140.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,2003.0,178.0,Jason Isringhausen,Cardinals,30.0,6.0,40.0,2.0,2.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2003.0,Jason Isringhausen,Cardinals,30.0,172.0,0.0,1.0,2.36,11.0,0.9,40.0,0.0,0.0,0.0,22.0,3.0,42.0,31.0,14.0,2.0,18.0,1.0,0.0,0.0,41.0,174.0,677.0
376,2003.0,177.0,Tony Clark,Mets,31.0,177.0,125.0,280.0,254.0,0.232,59.0,30.0,13.0,0.0,16.0,29.0,43.0,24.0,2.0,73.0,1.0,0.0,0.0,1143.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,2003.0,177.0,Armando Benitez,- - -,30.0,-1.0,69.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2003.0,Armando Benitez,- - -,30.0,178.0,4.0,4.0,2.96,24.0,0.9,69.0,0.0,0.0,0.0,21.0,8.0,73.0,59.0,27.0,6.0,41.0,3.0,0.0,1.0,75.0,313.0,1292.0
378,2003.0,175.0,Brook Fordyce,Orioles,33.0,175.0,108.0,376.0,348.0,0.273,95.0,75.0,12.0,2.0,6.0,28.0,31.0,19.0,1.0,44.0,1.0,2.0,3.0,1369.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,2003.0,175.0,Tomas Perez,Phillies,29.0,175.0,125.0,327.0,298.0,0.265,79.0,55.0,18.0,1.0,5.0,39.0,33.0,23.0,11.0,54.0,0.0,0.0,1.0,1218.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,2003.0,175.0,Dustan Mohr,Twins,27.0,175.0,121.0,387.0,348.0,0.25,87.0,55.0,22.0,0.0,10.0,50.0,36.0,33.0,0.0,106.0,1.0,5.0,2.0,1498.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
