Rank,Season_bat,Total_Points,Name_bat,Team_bat,Age_bat,Points_bat,G_bat,PA_bat,AB_bat,AVG_bat,H_bat,1B_bat,2B_bat,3B_bat,HR_bat,R_bat,RBI_bat,BB_bat,IBB_bat,SO_bat,HBP_bat,SB_bat,CS_bat,Pitches_bat,Season_pit,Name_pit,Team_pit,Age_pit,Points_pit,W_pit,L_pit,ERA_pit,ER_pit,WAR_pit,G_pit,GS_pit,CG_pit,ShO_pit,SV_pit,BS_pit,IP_pit,H_pit,R_pit,HR_pit,BB_pit,IBB_pit,HBP_pit,BK_pit,SO_pit,TBF_pit,Pitches_pit
209,2000.0,253.0,Scott Spiezio,Angels,27.0,253.0,123.0,345.0,297.0,0.242,72.0,42.0,11.0,2.0,17.0,47.0,49.0,40.0,2.0,56.0,3.0,1.0,2.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,2000.0,252.0,Melvin Mora,- - -,28.0,252.0,132.0,464.0,414.0,0.275,114.0,79.0,22.0,5.0,8.0,60.0,47.0,35.0,3.0,80.0,6.0,12.0,11.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,2000.0,251.0,Craig Paquette,Cardinals,31.0,251.0,134.0,420.0,384.0,0.245,94.0,53.0,24.0,2.0,15.0,47.0,61.0,27.0,1.0,83.0,2.0,4.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,2000.0,249.0,Rey Sanchez,Royals,32.0,249.0,143.0,555.0,509.0,0.273,139.0,118.0,18.0,2.0,1.0,68.0,38.0,28.0,0.0,55.0,4.0,7.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,2000.0,247.0,Frank Catalanotto,Rangers,26.0,247.0,103.0,326.0,282.0,0.29100000000000004,82.0,57.0,13.0,2.0,10.0,55.0,42.0,33.0,0.0,36.0,6.0,6.0,2.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,2000.0,247.0,Michael Tucker,Reds,29.0,247.0,148.0,323.0,270.0,0.267,72.0,40.0,13.0,4.0,15.0,55.0,36.0,44.0,1.0,64.0,7.0,13.0,6.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,2000.0,246.0,Bill Spiers,Astros,34.0,246.0,124.0,409.0,355.0,0.301,107.0,84.0,17.0,3.0,3.0,41.0,43.0,49.0,3.0,38.0,1.0,7.0,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,2000.0,244.0,Mark Loretta,Brewers,28.0,244.0,91.0,399.0,352.0,0.281,99.0,70.0,21.0,1.0,7.0,49.0,40.0,37.0,2.0,38.0,1.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,2000.0,244.0,Steve Cox,Devil Rays,25.0,244.0,116.0,369.0,318.0,0.28300000000000003,90.0,59.0,19.0,1.0,11.0,44.0,35.0,45.0,2.0,47.0,5.0,1.0,2.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,2000.0,243.0,Bobby Estalella,Giants,25.0,243.0,106.0,361.0,299.0,0.234,70.0,31.0,22.0,3.0,14.0,45.0,53.0,57.0,9.0,92.0,2.0,3.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,2000.0,243.0,Matt Williams,Diamondbacks,34.0,243.0,96.0,397.0,371.0,0.275,102.0,70.0,18.0,2.0,12.0,43.0,47.0,20.0,1.0,51.0,3.0,1.0,2.0,0.0,2000.0,Matt Williams,Brewers,29.0,0.0,0.0,0.0,7.0,7.0,-0.4,11.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,7.0,2.0,13.0,0.0,1.0,0.0,7.0,46.0,0.0
220,2000.0,241.0,Adrian Brown,Pirates,26.0,241.0,104.0,340.0,308.0,0.315,97.0,72.0,18.0,3.0,4.0,64.0,28.0,29.0,1.0,34.0,0.0,13.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,2000.0,239.0,Quilvio Veras,Braves,29.0,239.0,84.0,364.0,298.0,0.309,92.0,72.0,15.0,0.0,5.0,56.0,37.0,51.0,0.0,50.0,5.0,25.0,12.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,2000.0,238.0,Brook Fordyce,- - -,30.0,238.0,93.0,330.0,302.0,0.301,91.0,58.0,18.0,1.0,14.0,41.0,49.0,17.0,0.0,50.0,4.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,2000.0,238.0,Jose Canseco,- - -,35.0,238.0,98.0,401.0,329.0,0.252,83.0,50.0,18.0,0.0,15.0,47.0,49.0,64.0,2.0,102.0,4.0,2.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,2000.0,236.0,Denny Hocking,Twins,30.0,236.0,134.0,433.0,373.0,0.298,111.0,79.0,24.0,4.0,4.0,52.0,47.0,48.0,1.0,77.0,0.0,7.0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,2000.0,235.0,Luis Polonia,- - -,36.0,235.0,117.0,383.0,344.0,0.276,95.0,69.0,14.0,5.0,7.0,48.0,30.0,29.0,1.0,32.0,1.0,12.0,7.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,2000.0,234.0,Ruben Rivera,Padres,26.0,234.0,135.0,479.0,423.0,0.208,88.0,47.0,18.0,6.0,17.0,62.0,57.0,44.0,1.0,137.0,10.0,8.0,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,2000.0,229.0,Stan Javier,Mariners,36.0,229.0,105.0,392.0,342.0,0.275,94.0,66.0,18.0,5.0,5.0,61.0,40.0,42.0,2.0,64.0,0.0,4.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,2000.0,226.0,Todd Walker,- - -,27.0,226.0,80.0,283.0,248.0,0.29,72.0,48.0,11.0,4.0,9.0,42.0,44.0,27.0,0.0,29.0,1.0,7.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,2000.0,226.0,Aaron Boone,Reds,27.0,226.0,84.0,332.0,291.0,0.285,83.0,53.0,18.0,0.0,12.0,44.0,43.0,24.0,1.0,52.0,10.0,6.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,2000.0,226.0,Geoff Blum,Expos,27.0,226.0,124.0,379.0,343.0,0.28300000000000003,97.0,64.0,20.0,2.0,11.0,40.0,45.0,26.0,2.0,60.0,3.0,1.0,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,2000.0,224.0,Charlie Hayes,Brewers,35.0,224.0,121.0,435.0,370.0,0.251,93.0,67.0,17.0,0.0,9.0,46.0,46.0,57.0,4.0,84.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,2000.0,224.0,Carlos Beltran,Royals,23.0,224.0,98.0,413.0,372.0,0.247,92.0,66.0,15.0,4.0,7.0,49.0,44.0,35.0,2.0,69.0,0.0,13.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,2000.0,224.0,Kevin Millar,Marlins,28.0,224.0,123.0,305.0,259.0,0.259,67.0,36.0,14.0,3.0,14.0,36.0,42.0,36.0,0.0,47.0,8.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,2000.0,224.0,Placido Polanco,Cardinals,24.0,224.0,118.0,350.0,323.0,0.316,102.0,82.0,12.0,3.0,5.0,50.0,39.0,16.0,0.0,26.0,1.0,4.0,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,2000.0,224.0,Miguel Cairo,Devil Rays,26.0,224.0,119.0,417.0,375.0,0.261,98.0,77.0,18.0,2.0,1.0,49.0,34.0,29.0,0.0,34.0,2.0,28.0,7.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,2000.0,223.0,Terry Shumpert,Rockies,33.0,223.0,115.0,300.0,263.0,0.259,68.0,41.0,11.0,7.0,9.0,52.0,40.0,28.0,1.0,40.0,6.0,8.0,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,2000.0,221.0,Daryle Ward,Astros,25.0,221.0,119.0,281.0,264.0,0.258,68.0,36.0,10.0,2.0,20.0,36.0,47.0,15.0,2.0,61.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,2000.0,220.0,Sandy Alomar Jr.,Indians,34.0,220.0,97.0,384.0,356.0,0.289,103.0,78.0,16.0,2.0,7.0,44.0,42.0,16.0,1.0,41.0,4.0,2.0,2.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,2000.0,220.0,Chad Curtis,Rangers,31.0,220.0,108.0,381.0,335.0,0.272,91.0,57.0,25.0,1.0,8.0,48.0,48.0,37.0,0.0,71.0,1.0,3.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,2000.0,218.0,Armando Rios,Giants,28.0,218.0,115.0,269.0,233.0,0.266,62.0,32.0,15.0,5.0,10.0,38.0,50.0,31.0,4.0,43.0,0.0,3.0,2.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,2000.0,216.0,Damian Miller,Diamondbacks,30.0,216.0,100.0,364.0,324.0,0.275,89.0,55.0,24.0,0.0,10.0,43.0,44.0,36.0,4.0,74.0,1.0,2.0,2.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,2000.0,213.0,Jose Hernandez,Brewers,30.0,213.0,124.0,496.0,446.0,0.244,109.0,75.0,22.0,1.0,11.0,51.0,59.0,41.0,3.0,125.0,6.0,3.0,7.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,2000.0,212.0,Reggie Sanders,Braves,32.0,212.0,103.0,377.0,340.0,0.232,79.0,44.0,23.0,1.0,11.0,43.0,37.0,32.0,2.0,78.0,2.0,21.0,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,2000.0,211.0,Luis Sojo,- - -,34.0,211.0,95.0,323.0,301.0,0.28600000000000003,86.0,60.0,18.0,1.0,7.0,33.0,37.0,17.0,3.0,22.0,1.0,2.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,2000.0,210.0,Joe Girardi,Cubs,35.0,210.0,106.0,407.0,363.0,0.278,101.0,79.0,15.0,1.0,6.0,47.0,40.0,32.0,3.0,61.0,3.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,2000.0,209.0,Butch Huskey,- - -,28.0,209.0,109.0,356.0,307.0,0.261,80.0,50.0,21.0,0.0,9.0,40.0,45.0,41.0,2.0,63.0,2.0,1.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,2000.0,208.0,John Flaherty,Devil Rays,32.0,208.0,109.0,418.0,394.0,0.261,103.0,78.0,15.0,0.0,10.0,36.0,39.0,20.0,2.0,57.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,2000.0,207.0,Mike Stanley,- - -,37.0,207.0,90.0,331.0,282.0,0.238,67.0,41.0,12.0,0.0,14.0,33.0,46.0,44.0,0.0,65.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,2000.0,205.0,Roger Cedeno,Astros,25.0,205.0,74.0,305.0,259.0,0.282,73.0,60.0,2.0,5.0,6.0,54.0,26.0,43.0,0.0,47.0,0.0,25.0,11.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,2000.0,203.0,Chris Richard,- - -,26.0,203.0,62.0,239.0,215.0,0.265,57.0,27.0,14.0,2.0,14.0,39.0,37.0,17.0,3.0,40.0,4.0,7.0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,2000.0,203.0,Jay Canizaro,Twins,26.0,203.0,102.0,371.0,346.0,0.269,93.0,64.0,21.0,1.0,7.0,43.0,40.0,24.0,0.0,57.0,1.0,4.0,2.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,2000.0,201.0,Rich Becker,- - -,28.0,201.0,115.0,357.0,285.0,0.242,69.0,47.0,14.0,0.0,8.0,59.0,39.0,67.0,0.0,87.0,1.0,2.0,2.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,2000.0,199.0,Carlos Febles,Royals,24.0,199.0,100.0,399.0,339.0,0.257,87.0,72.0,12.0,1.0,2.0,59.0,29.0,36.0,1.0,48.0,10.0,17.0,6.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,2000.0,198.0,Tyler Houston,Brewers,29.0,198.0,101.0,305.0,284.0,0.25,71.0,38.0,15.0,0.0,18.0,30.0,43.0,17.0,3.0,72.0,0.0,2.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,2000.0,198.0,Harold Baines,- - -,41.0,198.0,96.0,320.0,283.0,0.254,72.0,48.0,13.0,0.0,11.0,26.0,39.0,36.0,7.0,50.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,2000.0,197.0,Mike Matheny,Cardinals,29.0,197.0,128.0,464.0,417.0,0.261,109.0,80.0,22.0,1.0,6.0,43.0,47.0,32.0,8.0,96.0,4.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,2000.0,195.0,Jeremy Giambi,Athletics,25.0,195.0,104.0,302.0,260.0,0.254,66.0,44.0,10.0,2.0,10.0,42.0,50.0,32.0,2.0,61.0,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,2000.0,195.0,Gregg Zaun,Royals,29.0,195.0,83.0,282.0,234.0,0.274,64.0,46.0,11.0,0.0,7.0,36.0,33.0,43.0,3.0,34.0,3.0,7.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,2000.0,195.0,David McCarty,Royals,30.0,195.0,103.0,295.0,270.0,0.278,75.0,47.0,14.0,2.0,12.0,34.0,53.0,22.0,1.0,68.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,2000.0,193.0,Jose Guillen,Devil Rays,24.0,193.0,105.0,349.0,316.0,0.253,80.0,49.0,16.0,5.0,10.0,40.0,41.0,18.0,1.0,65.0,13.0,3.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,2000.0,190.0,Chris Widger,- - -,29.0,190.0,96.0,324.0,292.0,0.233,68.0,36.0,17.0,2.0,13.0,32.0,35.0,30.0,3.0,63.0,1.0,1.0,2.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,2000.0,189.0,Olmedo Saenz,Athletics,29.0,189.0,76.0,247.0,214.0,0.313,67.0,44.0,12.0,2.0,9.0,40.0,33.0,25.0,2.0,40.0,7.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,2000.0,189.0,Bubba Trammell,- - -,28.0,189.0,102.0,278.0,245.0,0.265,65.0,40.0,13.0,2.0,10.0,28.0,45.0,29.0,0.0,49.0,2.0,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,2000.0,188.0,Chris Truby,Astros,26.0,188.0,78.0,279.0,258.0,0.26,67.0,37.0,15.0,4.0,11.0,28.0,59.0,10.0,1.0,56.0,5.0,2.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,2000.0,188.0,Carlos Guillen,Mariners,24.0,188.0,90.0,328.0,288.0,0.257,74.0,50.0,15.0,2.0,7.0,45.0,42.0,28.0,0.0,53.0,2.0,1.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,2000.0,188.0,Torii Hunter,Twins,24.0,188.0,99.0,358.0,336.0,0.28,94.0,68.0,14.0,7.0,5.0,44.0,44.0,18.0,2.0,68.0,2.0,4.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,2000.0,185.0,Alex Cora,Dodgers,24.0,185.0,109.0,394.0,353.0,0.238,84.0,56.0,18.0,6.0,4.0,39.0,32.0,26.0,4.0,53.0,7.0,4.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,2000.0,181.0,Orlando Palmeiro,Angels,31.0,181.0,108.0,296.0,243.0,0.3,73.0,51.0,20.0,2.0,0.0,38.0,25.0,38.0,0.0,20.0,2.0,4.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,2000.0,180.0,Tony Clark,Tigers,28.0,180.0,60.0,232.0,208.0,0.274,57.0,30.0,14.0,0.0,13.0,32.0,37.0,24.0,2.0,51.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,2000.0,180.0,Kevin Elster,Dodgers,35.0,180.0,80.0,259.0,220.0,0.227,50.0,28.0,8.0,0.0,14.0,29.0,32.0,38.0,5.0,52.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,2000.0,178.0,Shane Spencer,Yankees,28.0,178.0,73.0,276.0,248.0,0.282,70.0,47.0,11.0,3.0,9.0,33.0,40.0,19.0,0.0,45.0,2.0,1.0,2.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,2000.0,176.0,Ed Sprague,- - -,32.0,176.0,106.0,298.0,268.0,0.243,65.0,37.0,16.0,0.0,12.0,30.0,36.0,25.0,2.0,58.0,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,2000.0,175.0,Eric Davis,Cardinals,38.0,175.0,92.0,293.0,254.0,0.303,77.0,57.0,14.0,0.0,6.0,38.0,40.0,36.0,0.0,60.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
