Rank,Season_bat,Total_Points,Name_bat,Team_bat,Age_bat,Points_bat,G_bat,PA_bat,AB_bat,AVG_bat,H_bat,1B_bat,2B_bat,3B_bat,HR_bat,R_bat,RBI_bat,BB_bat,IBB_bat,SO_bat,HBP_bat,SB_bat,CS_bat,Pitches_bat,Season_pit,Name_pit,Team_pit,Age_pit,Points_pit,W_pit,L_pit,ERA_pit,ER_pit,WAR_pit,G_pit,GS_pit,CG_pit,ShO_pit,SV_pit,BS_pit,IP_pit,H_pit,R_pit,HR_pit,BB_pit,IBB_pit,HBP_pit,BK_pit,SO_pit,TBF_pit,Pitches_pit
10,2000.0,672.0,Sammy Sosa,Cubs,31.0,672.0,156.0,705.0,604.0,0.32,193.0,104.0,38.0,1.0,50.0,106.0,138.0,91.0,19.0,168.0,2.0,7.0,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2000.0,659.0,Rafael Palmeiro,Rangers,35.0,659.0,158.0,678.0,565.0,0.28800000000000003,163.0,92.0,29.0,3.0,39.0,102.0,120.0,103.0,17.0,77.0,3.0,2.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2000.0,657.0,Gary Sheffield,Dodgers,31.0,657.0,141.0,612.0,501.0,0.325,163.0,93.0,24.0,3.0,43.0,105.0,109.0,101.0,7.0,71.0,4.0,4.0,6.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2000.0,653.0,Edgar Martinez,Mariners,37.0,653.0,153.0,665.0,556.0,0.324,180.0,112.0,31.0,0.0,37.0,100.0,145.0,96.0,8.0,95.0,5.0,3.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2000.0,648.0,Darin Erstad,Angels,26.0,648.0,157.0,747.0,676.0,0.355,240.0,170.0,39.0,6.0,25.0,121.0,100.0,64.0,9.0,82.0,1.0,28.0,8.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2000.0,647.0,Jeff Kent,Giants,32.0,647.0,159.0,695.0,587.0,0.334,196.0,115.0,41.0,7.0,33.0,114.0,125.0,90.0,6.0,107.0,9.0,12.0,9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2000.0,644.0,Mike Sweeney,Royals,26.0,644.0,159.0,717.0,618.0,0.333,206.0,147.0,30.0,0.0,29.0,105.0,144.0,71.0,5.0,67.0,15.0,8.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2000.0,639.0,Richard Hidalgo,Astros,25.0,639.0,153.0,644.0,558.0,0.314,175.0,86.0,42.0,3.0,44.0,118.0,122.0,56.0,3.0,110.0,21.0,13.0,6.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2000.0,627.0,Andruw Jones,Braves,23.0,627.0,161.0,729.0,656.0,0.303,199.0,121.0,36.0,6.0,36.0,122.0,104.0,59.0,0.0,100.0,9.0,21.0,6.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2000.0,626.0,Johnny Damon,Royals,26.0,626.0,159.0,741.0,655.0,0.327,214.0,146.0,42.0,10.0,16.0,136.0,88.0,65.0,4.0,60.0,1.0,46.0,9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2000.0,626.0,Magglio Ordonez,White Sox,26.0,626.0,153.0,665.0,588.0,0.315,185.0,116.0,34.0,3.0,32.0,102.0,126.0,60.0,3.0,64.0,2.0,18.0,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2000.0,615.0,Luis Gonzalez,Diamondbacks,32.0,615.0,162.0,722.0,618.0,0.311,192.0,112.0,47.0,2.0,31.0,106.0,114.0,78.0,6.0,85.0,12.0,2.0,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2000.0,614.0,Troy Glaus,Angels,23.0,614.0,159.0,678.0,563.0,0.284,160.0,75.0,37.0,1.0,47.0,120.0,102.0,112.0,6.0,163.0,2.0,14.0,11.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2000.0,603.0,Jermaine Dye,Royals,26.0,603.0,157.0,679.0,601.0,0.321,193.0,117.0,41.0,2.0,33.0,107.0,118.0,69.0,6.0,99.0,3.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2000.0,599.0,Bernie Williams,Yankees,31.0,599.0,141.0,616.0,537.0,0.307,165.0,92.0,37.0,6.0,30.0,108.0,121.0,71.0,11.0,84.0,5.0,13.0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2000.0,593.0,Nomar Garciaparra,Red Sox,26.0,593.0,140.0,599.0,529.0,0.3720000000000001,197.0,122.0,51.0,3.0,21.0,104.0,96.0,61.0,20.0,50.0,2.0,5.0,2.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2000.0,585.0,David Justice,- - -,34.0,585.0,146.0,606.0,524.0,0.28600000000000003,150.0,77.0,31.0,1.0,41.0,89.0,118.0,77.0,3.0,91.0,1.0,2.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2000.0,583.0,Ken Griffey Jr.,Reds,30.0,583.0,145.0,631.0,520.0,0.271,141.0,76.0,22.0,3.0,40.0,100.0,118.0,94.0,17.0,117.0,9.0,6.0,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2000.0,580.0,Bobby Higginson,Tigers,29.0,580.0,154.0,679.0,597.0,0.3,179.0,101.0,44.0,4.0,30.0,104.0,102.0,74.0,6.0,99.0,2.0,15.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2000.0,576.0,Mike Piazza,Mets,31.0,576.0,136.0,545.0,482.0,0.324,156.0,92.0,26.0,0.0,38.0,90.0,113.0,58.0,10.0,69.0,3.0,4.0,2.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2000.0,575.0,Edgardo Alfonzo,Mets,26.0,575.0,150.0,650.0,544.0,0.324,176.0,109.0,40.0,2.0,25.0,109.0,94.0,95.0,1.0,70.0,5.0,3.0,2.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2000.0,574.0,Manny Ramirez,Indians,28.0,574.0,118.0,532.0,439.0,0.35100000000000003,154.0,80.0,34.0,2.0,38.0,92.0,122.0,86.0,9.0,117.0,3.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2000.0,573.0,Jim Edmonds,Cardinals,30.0,573.0,152.0,643.0,525.0,0.295,155.0,88.0,25.0,0.0,42.0,129.0,108.0,103.0,3.0,167.0,6.0,10.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2000.0,564.0,Bobby Abreu,Phillies,26.0,564.0,154.0,680.0,576.0,0.316,182.0,105.0,42.0,10.0,25.0,103.0,79.0,100.0,9.0,116.0,1.0,28.0,8.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2000.0,558.0,Garret Anderson,Angels,28.0,558.0,159.0,681.0,647.0,0.28600000000000003,185.0,107.0,40.0,3.0,35.0,92.0,117.0,24.0,5.0,87.0,0.0,7.0,6.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2000.0,558.0,Jose Vidro,Expos,25.0,558.0,153.0,663.0,606.0,0.33,200.0,123.0,51.0,2.0,24.0,101.0,97.0,49.0,4.0,69.0,2.0,5.0,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2000.0,550.0,Moises Alou,Astros,33.0,550.0,126.0,517.0,454.0,0.355,161.0,101.0,28.0,2.0,30.0,82.0,114.0,52.0,4.0,45.0,2.0,3.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2000.0,550.0,Steve Finley,Diamondbacks,35.0,550.0,152.0,623.0,539.0,0.28,151.0,84.0,27.0,5.0,35.0,100.0,96.0,65.0,7.0,87.0,8.0,12.0,6.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2000.0,549.0,Roberto Alomar,Indians,32.0,549.0,155.0,697.0,610.0,0.31,189.0,128.0,40.0,2.0,19.0,111.0,89.0,64.0,4.0,82.0,6.0,39.0,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2000.0,548.0,Tim Salmon,Angels,31.0,548.0,158.0,680.0,568.0,0.29,165.0,93.0,36.0,2.0,34.0,108.0,97.0,104.0,5.0,139.0,6.0,0.0,2.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2000.0,547.0,Miguel Tejada,Athletics,26.0,547.0,160.0,681.0,607.0,0.275,167.0,104.0,32.0,1.0,30.0,105.0,115.0,66.0,6.0,102.0,4.0,6.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2000.0,534.0,Jim Thome,Indians,29.0,534.0,158.0,684.0,557.0,0.269,150.0,79.0,33.0,1.0,37.0,106.0,106.0,118.0,4.0,171.0,4.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2000.0,531.0,Jeff Cirillo,Rockies,30.0,531.0,157.0,684.0,598.0,0.326,195.0,129.0,53.0,2.0,11.0,111.0,115.0,67.0,4.0,72.0,6.0,3.0,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2000.0,530.0,Tony Batista,Blue Jays,26.0,530.0,154.0,664.0,620.0,0.263,163.0,88.0,32.0,2.0,41.0,96.0,114.0,35.0,1.0,121.0,6.0,5.0,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2000.0,530.0,Shawn Green,Dodgers,27.0,530.0,162.0,714.0,610.0,0.269,164.0,92.0,44.0,4.0,24.0,98.0,99.0,90.0,9.0,121.0,8.0,24.0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2000.0,522.0,Ryan Klesko,Padres,29.0,522.0,145.0,590.0,494.0,0.28300000000000003,140.0,79.0,33.0,2.0,26.0,88.0,92.0,91.0,9.0,81.0,1.0,23.0,7.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2000.0,508.0,Matt Lawton,Twins,28.0,508.0,156.0,664.0,561.0,0.305,171.0,112.0,44.0,2.0,13.0,84.0,88.0,91.0,8.0,63.0,7.0,23.0,7.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2000.0,503.0,Travis Fryman,Indians,31.0,503.0,155.0,658.0,574.0,0.321,184.0,120.0,38.0,4.0,22.0,93.0,106.0,73.0,2.0,111.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2000.0,500.0,Carl Everett,Red Sox,29.0,500.0,137.0,561.0,496.0,0.3,149.0,79.0,32.0,4.0,34.0,82.0,108.0,52.0,5.0,113.0,8.0,11.0,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2000.0,499.0,Jose Valentin,White Sox,30.0,499.0,144.0,648.0,568.0,0.273,155.0,87.0,37.0,6.0,25.0,107.0,92.0,59.0,1.0,106.0,4.0,19.0,2.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2000.0,499.0,Mo Vaughn,Angels,32.0,499.0,161.0,712.0,614.0,0.272,167.0,100.0,31.0,0.0,36.0,93.0,117.0,79.0,11.0,181.0,14.0,2.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2000.0,498.0,Jeromy Burnitz,Brewers,31.0,498.0,161.0,686.0,564.0,0.232,131.0,69.0,29.0,2.0,31.0,91.0,98.0,99.0,10.0,121.0,14.0,6.0,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2000.0,498.0,Derek Jeter,Yankees,26.0,498.0,148.0,679.0,593.0,0.339,201.0,151.0,31.0,4.0,15.0,119.0,73.0,68.0,4.0,99.0,12.0,22.0,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2000.0,497.0,Phil Nevin,Padres,29.0,497.0,143.0,605.0,538.0,0.303,163.0,97.0,34.0,1.0,31.0,87.0,107.0,59.0,9.0,121.0,4.0,2.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,2000.0,497.0,David Segui,- - -,33.0,497.0,150.0,634.0,574.0,0.334,192.0,130.0,42.0,1.0,19.0,93.0,103.0,53.0,2.0,84.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2000.0,494.0,Shannon Stewart,Blue Jays,26.0,494.0,136.0,631.0,583.0,0.319,186.0,117.0,43.0,5.0,21.0,107.0,69.0,37.0,1.0,79.0,6.0,20.0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2000.0,488.0,Ray Durham,White Sox,28.0,488.0,151.0,709.0,614.0,0.28,172.0,111.0,35.0,9.0,17.0,121.0,75.0,75.0,0.0,105.0,7.0,25.0,13.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,2000.0,487.0,Ben Grieve,Athletics,24.0,487.0,158.0,675.0,594.0,0.279,166.0,98.0,40.0,1.0,27.0,92.0,104.0,73.0,2.0,130.0,3.0,3.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,2000.0,483.0,Jason Kendall,Pirates,26.0,483.0,152.0,678.0,579.0,0.32,185.0,132.0,33.0,6.0,14.0,112.0,58.0,79.0,3.0,79.0,15.0,22.0,12.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,2000.0,481.0,Fred McGriff,Devil Rays,36.0,481.0,158.0,664.0,566.0,0.277,157.0,112.0,18.0,0.0,27.0,82.0,106.0,91.0,10.0,120.0,0.0,2.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,2000.0,480.0,Brad Fullmer,Blue Jays,25.0,480.0,133.0,524.0,482.0,0.295,142.0,80.0,29.0,1.0,32.0,76.0,104.0,30.0,3.0,68.0,6.0,3.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,2000.0,478.0,Carlos Lee,White Sox,24.0,478.0,152.0,619.0,572.0,0.301,172.0,117.0,29.0,2.0,24.0,107.0,92.0,38.0,1.0,94.0,3.0,13.0,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,2000.0,478.0,John Olerud,Mariners,31.0,478.0,159.0,683.0,565.0,0.285,161.0,102.0,45.0,0.0,14.0,84.0,103.0,102.0,11.0,96.0,4.0,0.0,2.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
